#1+z Log10(Mass/Msun) Log10(Median_SFR_for_SF_Halos/(Msun/yr)) One-sigma-uncertainty(dex)
2.67917 11.6 0.586275 0.118148
2.67917 11.65 0.735362 0.117102
2.67917 11.7 0.884518 0.115812
2.67917 11.75 1.03058 0.115285
2.67917 11.8 1.17056 0.117875
2.67917 11.85 1.30187 0.116969
2.67917 11.9 1.42245 0.11836
2.67917 11.95 1.53079 0.116742
2.67917 12 1.62583 0.117587
2.67917 12.05 1.70696 0.115306
2.67917 12.1 1.77393 0.110791
2.67917 12.15 1.82684 0.110487
2.67917 12.2 1.86611 0.112662
2.67917 12.25 1.89252 0.115267
2.67917 12.3 1.90723 0.118421
2.67917 12.35 1.91179 0.120577
2.67917 12.4 1.90811 0.125335
2.67917 12.45 1.89841 0.129979
2.67917 12.5 1.88507 0.136074
2.67917 12.55 1.87039 0.154165
2.67917 12.6 1.85631 0.170861
2.67917 12.65 1.84422 0.190042
2.67917 12.7 1.8348 0.215979
2.67917 12.75 1.82812 0.241832
2.67917 12.8 1.82382 0.268448
2.67917 12.85 1.8213 0.298083
2.67917 12.9 1.81995 0.331546
2.67917 12.95 1.81926 0.364814
2.67917 13 1.81884 0.402316
2.67917 13.05 1.81847 0.439779
2.67917 13.1 1.818 0.472432
2.67917 13.15 1.81738 0.504747
2.67917 13.2 1.8166 0.532878
2.67917 13.25 1.81567 0.557512
2.67917 13.3 1.81461 0.588027
2.67917 13.35 1.81345 0.61917
2.67917 13.4 1.8122 0.648099
2.67917 13.45 1.81089 0.679653
2.67917 13.5 1.80952 0.70821
2.67917 13.55 1.80812 0.72839
2.67917 13.6 1.80668 0.753487
2.67917 13.65 1.80522 0.777713
2.67917 13.7 1.80374 0.803177
2.67917 13.75 1.80224 0.830396
2.67917 13.8 1.80074 0.859902
2.67917 13.85 1.79922 0.889389
2.67917 13.9 1.7977 0.918245
2.67917 13.95 1.79618 0.942796
2.67917 14 1.79465 0.967331
2.67917 14.05 1.79311 0.99247
2.67917 14.1 1.79158 1.01934
2.67917 14.15 1.79004 1.04708
2.67917 14.2 1.7885 1.07534
2.67917 14.25 1.78696 1.10218
2.67917 14.3 1.78542 1.12944
2.67917 14.35 1.78388 1.15695
2.67917 14.4 1.78234 1.18349
2.67917 14.45 1.7808 1.20811
2.67917 14.5 1.77925 1.23502
2.70396 10 -3.08975 0.205652
2.70396 10.05 -2.9789 0.198652
2.70396 10.1 -2.86805 0.192435
2.70396 10.15 -2.7572 0.186314
2.70396 10.2 -2.64635 0.179234
2.70396 10.25 -2.53551 0.170883
2.70396 10.3 -2.42466 0.164919
2.70396 10.35 -2.31382 0.163512
2.70396 10.4 -2.20297 0.154685
2.70396 10.45 -2.09213 0.15289
2.70396 10.5 -1.98129 0.146361
2.70396 10.55 -1.87046 0.142347
2.70396 10.6 -1.75963 0.1387
2.70396 10.65 -1.6488 0.135046
2.70396 10.7 -1.53799 0.134603
2.70396 10.75 -1.42718 0.131844
2.70396 10.8 -1.31639 0.132884
2.70396 10.85 -1.20561 0.131431
2.70396 10.9 -1.09484 0.131224
2.70396 10.95 -0.984084 0.1304
2.70396 11 -0.87332 0.13146
2.70396 11.05 -0.762508 0.132719
2.70396 11.1 -0.65156 0.133592
2.70396 11.15 -0.540305 0.135143
2.70396 11.2 -0.428438 0.134165
2.70396 11.25 -0.315458 0.133709
2.70396 11.3 -0.200611 0.131817
2.70396 11.35 -0.08287 0.128403
2.70396 11.4 0.0389918 0.124335
2.70396 11.45 0.166188 0.123621
2.70396 11.5 0.299564 0.121753
2.70396 11.55 0.439195 0.120026
2.70396 11.6 0.584103 0.118604
2.70396 11.65 0.73225 0.117121
2.70396 11.7 0.880837 0.115635
2.70396 11.75 1.02674 0.11517
2.70396 11.8 1.16696 0.116615
2.70396 11.85 1.29886 0.116761
2.70396 11.9 1.42032 0.118981
2.70396 11.95 1.52976 0.118473
2.70396 12 1.62609 0.116462
2.70396 12.05 1.70862 0.114803
2.70396 12.1 1.77707 0.111126
2.70396 12.15 1.8315 0.109681
2.70396 12.2 1.87228 0.113468
2.70396 12.25 1.90017 0.115189
2.70396 12.3 1.91627 0.118488
2.70396 12.35 1.92207 0.119697
2.70396 12.4 1.91944 0.124368
2.70396 12.45 1.91057 0.12932
2.70396 12.5 1.89779 0.134301
2.70396 12.55 1.88341 0.151656
2.70396 12.6 1.8694 0.170168
2.70396 12.65 1.85718 0.187325
2.70396 12.7 1.8475 0.214343
2.70396 12.75 1.84051 0.239608
2.70396 12.8 1.83586 0.268104
2.70396 12.85 1.83302 0.297354
2.70396 12.9 1.83137 0.329105
2.70396 12.95 1.8304 0.361696
2.70396 13 1.82972 0.398857
2.70396 13.05 1.8291 0.439041
2.70396 13.1 1.82839 0.470589
2.70396 13.15 1.82753 0.503429
2.70396 13.2 1.82651 0.532012
2.70396 13.25 1.82534 0.55404
2.70396 13.3 1.82403 0.586294
2.70396 13.35 1.82263 0.615994
2.70396 13.4 1.82113 0.647146
2.70396 13.45 1.81957 0.678609
2.70396 13.5 1.81795 0.709855
2.70396 13.55 1.81629 0.731059
2.70396 13.6 1.81461 0.753914
2.70396 13.65 1.81289 0.77666
2.70396 13.7 1.81116 0.799731
2.70396 13.75 1.80941 0.825815
2.70396 13.8 1.80766 0.857081
2.70396 13.85 1.80589 0.88421
2.70396 13.9 1.80412 0.911686
2.70396 13.95 1.80234 0.939635
2.70396 14 1.80055 0.963284
2.70396 14.05 1.79877 0.987222
2.70396 14.1 1.79698 1.01333
2.70396 14.15 1.79519 1.03636
2.70396 14.2 1.7934 1.06394
2.70396 14.25 1.79161 1.09154
2.70396 14.3 1.78981 1.12129
2.70396 14.35 1.78802 1.14795
2.70396 14.4 1.78622 1.17438
2.70396 14.45 1.78443 1.20192
2.70396 14.5 1.78263 1.22951
2.72898 10 -3.08191 0.204208
2.72898 10.05 -2.97116 0.197563
2.72898 10.1 -2.86041 0.192212
2.72898 10.15 -2.74966 0.184166
2.72898 10.2 -2.63891 0.176709
2.72898 10.25 -2.52816 0.168074
2.72898 10.3 -2.41742 0.162855
2.72898 10.35 -2.30667 0.16234
2.72898 10.4 -2.19593 0.1548
2.72898 10.45 -2.08518 0.151824
2.72898 10.5 -1.97445 0.145851
2.72898 10.55 -1.86371 0.141388
2.72898 10.6 -1.75298 0.137054
2.72898 10.65 -1.64225 0.133347
2.72898 10.7 -1.53153 0.133362
2.72898 10.75 -1.42083 0.131453
2.72898 10.8 -1.31013 0.131932
2.72898 10.85 -1.19945 0.12986
2.72898 10.9 -1.08878 0.129919
2.72898 10.95 -0.978118 0.13043
2.72898 11 -0.867456 0.129415
2.72898 11.05 -0.756754 0.132235
2.72898 11.1 -0.645932 0.132836
2.72898 11.15 -0.534835 0.134243
2.72898 11.2 -0.423182 0.133667
2.72898 11.25 -0.310508 0.132822
2.72898 11.3 -0.196103 0.130697
2.72898 11.35 -0.0789898 0.128728
2.72898 11.4 0.0420186 0.125031
2.72898 11.45 0.168132 0.123676
2.72898 11.5 0.300248 0.121628
2.72898 11.55 0.438556 0.120501
2.72898 11.6 0.582229 0.118452
2.72898 11.65 0.729385 0.117082
2.72898 11.7 0.877333 0.114628
2.72898 11.75 1.023 0.114338
2.72898 11.8 1.16338 0.116309
2.72898 11.85 1.29579 0.11676
2.72898 11.9 1.41807 0.119506
2.72898 11.95 1.52857 0.11936
2.72898 12 1.62613 0.116037
2.72898 12.05 1.71003 0.115211
2.72898 12.1 1.77993 0.111439
2.72898 12.15 1.83585 0.110284
2.72898 12.2 1.87814 0.113209
2.72898 12.25 1.90749 0.115181
2.72898 12.3 1.92497 0.118144
2.72898 12.35 1.93203 0.119739
2.72898 12.4 1.93048 0.123076
2.72898 12.45 1.92246 0.128832
2.72898 12.5 1.91029 0.133339
2.72898 12.55 1.89626 0.1501
2.72898 12.6 1.88235 0.167143
2.72898 12.65 1.87003 0.186591
2.72898 12.7 1.86013 0.212361
2.72898 12.75 1.85283 0.239902
2.72898 12.8 1.84786 0.266455
2.72898 12.85 1.84469 0.297075
2.72898 12.9 1.84274 0.327035
2.72898 12.95 1.84149 0.358184
2.72898 13 1.84055 0.397765
2.72898 13.05 1.83967 0.439018
2.72898 13.1 1.83872 0.469445
2.72898 13.15 1.83762 0.502105
2.72898 13.2 1.83635 0.530926
2.72898 13.25 1.83494 0.552562
2.72898 13.3 1.83339 0.584274
2.72898 13.35 1.83173 0.612267
2.72898 13.4 1.82998 0.643737
2.72898 13.45 1.82817 0.676762
2.72898 13.5 1.8263 0.706219
2.72898 13.55 1.82439 0.729967
2.72898 13.6 1.82245 0.754474
2.72898 13.65 1.82048 0.779658
2.72898 13.7 1.81849 0.802529
2.72898 13.75 1.81649 0.829107
2.72898 13.8 1.81448 0.852511
2.72898 13.85 1.81245 0.879554
2.72898 13.9 1.81043 0.906899
2.72898 13.95 1.80839 0.935624
2.72898 14 1.80635 0.963511
2.72898 14.05 1.80431 0.987984
2.72898 14.1 1.80227 1.0135
2.72898 14.15 1.80022 1.03471
2.72898 14.2 1.79817 1.05956
2.72898 14.25 1.79612 1.08484
2.72898 14.3 1.79407 1.11565
2.72898 14.35 1.79202 1.14264
2.72898 14.4 1.78997 1.17136
2.72898 14.45 1.78792 1.19942
2.75423 10 -3.07393 0.202611
2.75423 10.05 -2.96328 0.195688
2.75423 10.1 -2.85263 0.189579
2.75423 10.15 -2.74198 0.181958
2.75423 10.2 -2.63133 0.174641
2.75423 10.25 -2.52068 0.166517
2.75423 10.3 -2.41003 0.162181
2.75423 10.35 -2.29939 0.161418
2.75423 10.4 -2.18874 0.155059
2.75423 10.45 -2.0781 0.15076
2.75423 10.5 -1.96746 0.146578
2.75423 10.55 -1.85682 0.140343
2.75423 10.6 -1.74619 0.135845
2.75423 10.65 -1.63556 0.133308
2.75423 10.7 -1.52494 0.131841
2.75423 10.75 -1.41433 0.130275
2.75423 10.8 -1.30373 0.130858
2.75423 10.85 -1.19315 0.129138
2.75423 10.9 -1.08258 0.129991
2.75423 10.95 -0.972019 0.130232
2.75423 11 -0.861459 0.130134
2.75423 11.05 -0.750866 0.131898
2.75423 11.1 -0.640168 0.131959
2.75423 11.15 -0.529224 0.133634
2.75423 11.2 -0.417775 0.133335
2.75423 11.25 -0.30539 0.132269
2.75423 11.3 -0.191403 0.129961
2.75423 11.35 -0.0748869 0.128489
2.75423 11.4 0.0453056 0.126647
2.75423 11.45 0.170373 0.123848
2.75423 11.5 0.301256 0.12185
2.75423 11.55 0.438246 0.120447
2.75423 11.6 0.580665 0.118675
2.75423 11.65 0.726783 0.117592
2.75423 11.7 0.874027 0.113963
2.75423 11.75 1.01939 0.11419
2.75423 11.8 1.15985 0.115804
2.75423 11.85 1.2927 0.116443
2.75423 11.9 1.41573 0.118832
2.75423 11.95 1.52722 0.119921
2.75423 12 1.62597 0.116894
2.75423 12.05 1.7112 0.115604
2.75423 12.1 1.78252 0.11242
2.75423 12.15 1.83991 0.109863
2.75423 12.2 1.88369 0.111588
2.75423 12.25 1.9145 0.114876
2.75423 12.3 1.93336 0.117561
2.75423 12.35 1.94168 0.11971
2.75423 12.4 1.94122 0.121685
2.75423 12.45 1.93409 0.128321
2.75423 12.5 1.92256 0.132918
2.75423 12.55 1.90891 0.14754
2.75423 12.6 1.89515 0.166927
2.75423 12.65 1.88277 0.185299
2.75423 12.7 1.87267 0.21243
2.75423 12.75 1.86509 0.235965
2.75423 12.8 1.8598 0.261659
2.75423 12.85 1.85632 0.297507
2.75423 12.9 1.85407 0.325683
2.75423 12.95 1.85253 0.357678
2.75423 13 1.85133 0.394868
2.75423 13.05 1.8502 0.436779
2.75423 13.1 1.84899 0.468367
2.75423 13.15 1.84764 0.500694
2.75423 13.2 1.84613 0.529489
2.75423 13.25 1.84447 0.551615
2.75423 13.3 1.84267 0.58103
2.75423 13.35 1.84076 0.609065
2.75423 13.4 1.83876 0.641712
2.75423 13.45 1.83669 0.671243
2.75423 13.5 1.83457 0.70137
2.75423 13.55 1.8324 0.728949
2.75423 13.6 1.8302 0.755661
2.75423 13.65 1.82798 0.778818
2.75423 13.7 1.82573 0.80382
2.75423 13.75 1.82347 0.828215
2.75423 13.8 1.8212 0.854852
2.75423 13.85 1.81892 0.879059
2.75423 13.9 1.81663 0.904462
2.75423 13.95 1.81434 0.929502
2.75423 14 1.81204 0.959324
2.75423 14.05 1.80974 0.987626
2.75423 14.1 1.80743 1.01323
2.75423 14.15 1.80513 1.03604
2.75423 14.2 1.80282 1.05854
2.75423 14.25 1.80051 1.08552
2.75423 14.3 1.79821 1.11363
2.75423 14.35 1.7959 1.14337
2.75423 14.4 1.79359 1.17221
2.75423 14.45 1.79128 1.20106
2.77971 10 -3.06581 0.200058
2.77971 10.05 -2.95526 0.193597
2.77971 10.1 -2.84471 0.186727
2.77971 10.15 -2.73416 0.179779
2.77971 10.2 -2.62361 0.17145
2.77971 10.25 -2.51306 0.165069
2.77971 10.3 -2.40251 0.160898
2.77971 10.35 -2.29197 0.159842
2.77971 10.4 -2.18142 0.155114
2.77971 10.45 -2.07088 0.151298
2.77971 10.5 -1.96034 0.146669
2.77971 10.55 -1.8498 0.139729
2.77971 10.6 -1.73927 0.134585
2.77971 10.65 -1.62874 0.132803
2.77971 10.7 -1.51822 0.131
2.77971 10.75 -1.40771 0.129662
2.77971 10.8 -1.29721 0.130884
2.77971 10.85 -1.18672 0.128274
2.77971 10.9 -1.07625 0.129241
2.77971 10.95 -0.965789 0.130424
2.77971 11 -0.855331 0.129323
2.77971 11.05 -0.744846 0.131157
2.77971 11.1 -0.63427 0.131
2.77971 11.15 -0.523473 0.133265
2.77971 11.2 -0.41222 0.132885
2.77971 11.25 -0.300109 0.13222
2.77971 11.3 -0.186518 0.129207
2.77971 11.35 -0.070568 0.128494
2.77971 11.4 0.0488458 0.127062
2.77971 11.45 0.172906 0.123523
2.77971 11.5 0.302584 0.122274
2.77971 11.55 0.438266 0.120103
2.77971 11.6 0.579415 0.119164
2.77971 11.65 0.724454 0.117345
2.77971 11.7 0.870932 0.114882
2.77971 11.75 1.01591 0.113179
2.77971 11.8 1.15638 0.115926
2.77971 11.85 1.28961 0.116103
2.77971 11.9 1.41332 0.117699
2.77971 11.95 1.52575 0.118865
2.77971 12 1.62563 0.117479
2.77971 12.05 1.71214 0.115339
2.77971 12.1 1.78485 0.112703
2.77971 12.15 1.84369 0.108719
2.77971 12.2 1.88893 0.11066
2.77971 12.25 1.92119 0.113915
2.77971 12.3 1.94143 0.117033
2.77971 12.35 1.95102 0.118339
2.77971 12.4 1.95168 0.121601
2.77971 12.45 1.94546 0.127401
2.77971 12.5 1.93461 0.13218
2.77971 12.55 1.92138 0.146263
2.77971 12.6 1.90779 0.165987
2.77971 12.65 1.8954 0.184499
2.77971 12.7 1.88513 0.208615
2.77971 12.75 1.87728 0.236413
2.77971 12.8 1.87169 0.262046
2.77971 12.85 1.8679 0.296518
2.77971 12.9 1.86535 0.323971
2.77971 12.95 1.86353 0.356327
2.77971 13 1.86206 0.390117
2.77971 13.05 1.86067 0.432389
2.77971 13.1 1.85921 0.465228
2.77971 13.15 1.85761 0.49801
2.77971 13.2 1.85585 0.527496
2.77971 13.25 1.85394 0.551838
2.77971 13.3 1.85189 0.579393
2.77971 13.35 1.84972 0.607661
2.77971 13.4 1.84747 0.641185
2.77971 13.45 1.84514 0.668277
2.77971 13.5 1.84276 0.698499
2.77971 13.55 1.84033 0.727766
2.77971 13.6 1.83787 0.753742
2.77971 13.65 1.83538 0.780704
2.77971 13.7 1.83288 0.806932
2.77971 13.75 1.83035 0.831781
2.77971 13.8 1.82782 0.857404
2.77971 13.85 1.82528 0.879017
2.77971 13.9 1.82273 0.901518
2.77971 13.95 1.82017 0.929884
2.77971 14 1.81761 0.957714
2.77971 14.05 1.81505 0.984342
2.77971 14.1 1.81248 1.01186
2.77971 14.15 1.80991 1.03639
2.77971 14.2 1.80735 1.06126
2.77971 14.25 1.80478 1.08616
2.77971 14.3 1.8022 1.11275
2.77971 14.35 1.79963 1.14098
2.77971 14.4 1.79706 1.17128
2.77971 14.45 1.79449 1.20094
2.80543 10 -3.05754 0.196873
2.80543 10.05 -2.94709 0.19055
2.80543 10.1 -2.83664 0.185324
2.80543 10.15 -2.72619 0.177042
2.80543 10.2 -2.61575 0.16994
2.80543 10.25 -2.5053 0.163544
2.80543 10.3 -2.39485 0.158727
2.80543 10.35 -2.28441 0.1582
2.80543 10.4 -2.17396 0.154912
2.80543 10.45 -2.06352 0.150448
2.80543 10.5 -1.95308 0.146218
2.80543 10.55 -1.84264 0.139286
2.80543 10.6 -1.73221 0.13462
2.80543 10.65 -1.62178 0.131751
2.80543 10.7 -1.51136 0.131112
2.80543 10.75 -1.40095 0.128858
2.80543 10.8 -1.29055 0.130831
2.80543 10.85 -1.18016 0.128581
2.80543 10.9 -1.06979 0.128872
2.80543 10.95 -0.959426 0.130084
2.80543 11 -0.849069 0.12987
2.80543 11.05 -0.738692 0.129694
2.80543 11.1 -0.628235 0.131168
2.80543 11.15 -0.517583 0.132711
2.80543 11.2 -0.406517 0.132506
2.80543 11.25 -0.294667 0.13187
2.80543 11.3 -0.18145 0.128492
2.80543 11.35 -0.0660365 0.128413
2.80543 11.4 0.052635 0.127342
2.80543 11.45 0.175725 0.125011
2.80543 11.5 0.304231 0.122333
2.80543 11.55 0.43862 0.119688
2.80543 11.6 0.578489 0.118677
2.80543 11.65 0.722411 0.117909
2.80543 11.7 0.868066 0.11512
2.80543 11.75 1.01259 0.113256
2.80543 11.8 1.15299 0.115456
2.80543 11.85 1.28652 0.11583
2.80543 11.9 1.41085 0.117957
2.80543 11.95 1.52416 0.119134
2.80543 12 1.62513 0.117179
2.80543 12.05 1.71288 0.114198
2.80543 12.1 1.78694 0.112661
2.80543 12.15 1.8472 0.108343
2.80543 12.2 1.89388 0.109769
2.80543 12.25 1.92757 0.113122
2.80543 12.3 1.9492 0.114977
2.80543 12.35 1.96007 0.117351
2.80543 12.4 1.96185 0.121138
2.80543 12.45 1.95657 0.12504
2.80543 12.5 1.94642 0.131547
2.80543 12.55 1.93365 0.145927
2.80543 12.6 1.92029 0.165902
2.80543 12.65 1.90791 0.183146
2.80543 12.7 1.89749 0.207382
2.80543 12.75 1.8894 0.234776
2.80543 12.8 1.88353 0.261013
2.80543 12.85 1.87943 0.295481
2.80543 12.9 1.87658 0.322558
2.80543 12.95 1.87448 0.355412
2.80543 13 1.87273 0.387368
2.80543 13.05 1.87109 0.427184
2.80543 13.1 1.86937 0.460888
2.80543 13.15 1.86752 0.495229
2.80543 13.2 1.86551 0.523098
2.80543 13.25 1.86334 0.550732
2.80543 13.3 1.86103 0.576633
2.80543 13.35 1.85861 0.608226
2.80543 13.4 1.85609 0.638265
2.80543 13.45 1.8535 0.663646
2.80543 13.5 1.85086 0.692337
2.80543 13.55 1.84817 0.725392
2.80543 13.6 1.84544 0.754148
2.80543 13.65 1.84269 0.780335
2.80543 13.7 1.83992 0.808154
2.80543 13.75 1.83714 0.832955
2.80543 13.8 1.83434 0.854903
2.80543 13.85 1.83153 0.877738
2.80543 13.9 1.82871 0.902293
2.80543 13.95 1.82589 0.931227
2.80543 14 1.82307 0.961971
2.80543 14.05 1.82024 0.984664
2.80543 14.1 1.81741 1.00895
2.80543 14.15 1.81458 1.0336
2.80543 14.2 1.81174 1.0626
2.80543 14.25 1.80891 1.0903
2.80543 14.3 1.80607 1.11681
2.80543 14.35 1.80323 1.14151
2.80543 14.4 1.8004 1.16952
2.80543 14.45 1.79756 1.19805
2.83139 10 -3.04913 0.193729
2.83139 10.05 -2.93879 0.188218
2.83139 10.1 -2.82844 0.182766
2.83139 10.15 -2.71809 0.175537
2.83139 10.2 -2.60774 0.169289
2.83139 10.25 -2.4974 0.162129
2.83139 10.3 -2.38705 0.157947
2.83139 10.35 -2.27671 0.15666
2.83139 10.4 -2.16636 0.153737
2.83139 10.45 -2.05602 0.149247
2.83139 10.5 -1.94568 0.144412
2.83139 10.55 -1.83535 0.138757
2.83139 10.6 -1.72501 0.135289
2.83139 10.65 -1.61469 0.131825
2.83139 10.7 -1.50437 0.130008
2.83139 10.75 -1.39405 0.128878
2.83139 10.8 -1.28375 0.130588
2.83139 10.85 -1.17346 0.127392
2.83139 10.9 -1.06319 0.127182
2.83139 10.95 -0.952929 0.129688
2.83139 11 -0.842675 0.130241
2.83139 11.05 -0.732404 0.129743
2.83139 11.1 -0.622065 0.131372
2.83139 11.15 -0.511553 0.131985
2.83139 11.2 -0.400667 0.131598
2.83139 11.25 -0.289064 0.130913
2.83139 11.3 -0.176203 0.127791
2.83139 11.35 -0.0612973 0.128603
2.83139 11.4 0.0566674 0.127275
2.83139 11.45 0.178827 0.125116
2.83139 11.5 0.306193 0.123631
2.83139 11.55 0.439307 0.120029
2.83139 11.6 0.577891 0.119293
2.83139 11.65 0.720667 0.118478
2.83139 11.7 0.865444 0.114755
2.83139 11.75 1.00944 0.113731
2.83139 11.8 1.14971 0.114471
2.83139 11.85 1.28346 0.115205
2.83139 11.9 1.40834 0.118144
2.83139 11.95 1.52247 0.11774
2.83139 12 1.62447 0.116562
2.83139 12.05 1.71342 0.114895
2.83139 12.1 1.7888 0.112768
2.83139 12.15 1.85045 0.109058
2.83139 12.2 1.89856 0.109573
2.83139 12.25 1.93367 0.112443
2.83139 12.3 1.95667 0.115053
2.83139 12.35 1.96882 0.115516
2.83139 12.4 1.97175 0.120649
2.83139 12.45 1.96741 0.124435
2.83139 12.5 1.958 0.131007
2.83139 12.55 1.94573 0.145333
2.83139 12.6 1.93262 0.164605
2.83139 12.65 1.92029 0.181977
2.83139 12.7 1.90976 0.207151
2.83139 12.75 1.90145 0.232584
2.83139 12.8 1.8953 0.260938
2.83139 12.85 1.8909 0.294069
2.83139 12.9 1.88776 0.32164
2.83139 12.95 1.88537 0.351659
2.83139 13 1.88336 0.38605
2.83139 13.05 1.88144 0.426378
2.83139 13.1 1.87947 0.45895
2.83139 13.15 1.87737 0.49336
2.83139 13.2 1.8751 0.51825
2.83139 13.25 1.87267 0.547321
2.83139 13.3 1.8701 0.573156
2.83139 13.35 1.86741 0.608051
2.83139 13.4 1.86464 0.63753
2.83139 13.45 1.86178 0.660414
2.83139 13.5 1.85887 0.688866
2.83139 13.55 1.85592 0.717233
2.83139 13.6 1.85293 0.752201
2.83139 13.65 1.84991 0.778974
2.83139 13.7 1.84687 0.807671
2.83139 13.75 1.84382 0.830927
2.83139 13.8 1.84075 0.857227
2.83139 13.85 1.83767 0.883419
2.83139 13.9 1.83459 0.906371
2.83139 13.95 1.8315 0.931752
2.83139 14 1.82841 0.957087
2.83139 14.05 1.82531 0.98338
2.83139 14.1 1.82221 1.00629
2.83139 14.15 1.81911 1.03278
2.83139 14.2 1.81601 1.05863
2.83139 14.25 1.8129 1.08698
2.83139 14.3 1.8098 1.11485
2.83139 14.35 1.80669 1.14197
2.83139 14.4 1.80359 1.16971
2.85759 10 -3.04058 0.19049
2.85759 10.05 -2.93034 0.185593
2.85759 10.1 -2.82009 0.180179
2.85759 10.15 -2.70984 0.174054
2.85759 10.2 -2.5996 0.167955
2.85759 10.25 -2.48935 0.161304
2.85759 10.3 -2.37911 0.156579
2.85759 10.35 -2.26887 0.156075
2.85759 10.4 -2.15863 0.15292
2.85759 10.45 -2.04839 0.147671
2.85759 10.5 -1.93815 0.14372
2.85759 10.55 -1.82791 0.138417
2.85759 10.6 -1.71768 0.134901
2.85759 10.65 -1.60746 0.130385
2.85759 10.7 -1.49724 0.129223
2.85759 10.75 -1.38702 0.128644
2.85759 10.8 -1.27682 0.128793
2.85759 10.85 -1.16663 0.12714
2.85759 10.9 -1.05646 0.12716
2.85759 10.95 -0.946299 0.129703
2.85759 11 -0.836146 0.130027
2.85759 11.05 -0.725982 0.129455
2.85759 11.1 -0.615759 0.1303
2.85759 11.15 -0.505383 0.131342
2.85759 11.2 -0.39467 0.130667
2.85759 11.25 -0.283303 0.130029
2.85759 11.3 -0.170778 0.127075
2.85759 11.35 -0.0563535 0.127808
2.85759 11.4 0.060939 0.126523
2.85759 11.45 0.182206 0.124831
2.85759 11.5 0.308468 0.123719
2.85759 11.55 0.440329 0.119981
2.85759 11.6 0.577627 0.11923
2.85759 11.65 0.719231 0.11921
2.85759 11.7 0.863082 0.115415
2.85759 11.75 1.00649 0.114356
2.85759 11.8 1.14655 0.113137
2.85759 11.85 1.28046 0.114655
2.85759 11.9 1.40582 0.118115
2.85759 11.95 1.52071 0.116914
2.85759 12 1.62369 0.116482
2.85759 12.05 1.71379 0.114553
2.85759 12.1 1.79045 0.113242
2.85759 12.15 1.85346 0.110401
2.85759 12.2 1.90297 0.109458
2.85759 12.25 1.93949 0.111217
2.85759 12.3 1.96385 0.114194
2.85759 12.35 1.97728 0.116161
2.85759 12.4 1.98136 0.11977
2.85759 12.45 1.978 0.122977
2.85759 12.5 1.96935 0.130284
2.85759 12.55 1.9576 0.143571
2.85759 12.6 1.94479 0.163168
2.85759 12.65 1.93254 0.181504
2.85759 12.7 1.92192 0.206724
2.85759 12.75 1.91342 0.231055
2.85759 12.8 1.907 0.260142
2.85759 12.85 1.90232 0.291838
2.85759 12.9 1.89888 0.319022
2.85759 12.95 1.89621 0.351382
2.85759 13 1.89392 0.382984
2.85759 13.05 1.89175 0.422888
2.85759 13.1 1.88951 0.458058
2.85759 13.15 1.88715 0.491322
2.85759 13.2 1.88462 0.516527
2.85759 13.25 1.88193 0.544641
2.85759 13.3 1.8791 0.571639
2.85759 13.35 1.87615 0.602073
2.85759 13.4 1.8731 0.633805
2.85759 13.45 1.86998 0.657833
2.85759 13.5 1.8668 0.688069
2.85759 13.55 1.86358 0.716473
2.85759 13.6 1.86032 0.746947
2.85759 13.65 1.85703 0.775713
2.85759 13.7 1.85372 0.802849
2.85759 13.75 1.8504 0.830382
2.85759 13.8 1.84706 0.855681
2.85759 13.85 1.84371 0.882994
2.85759 13.9 1.84036 0.909046
2.85759 13.95 1.837 0.934547
2.85759 14 1.83363 0.95763
2.85759 14.05 1.83026 0.981555
2.85759 14.1 1.82689 1.00709
2.85759 14.15 1.82352 1.03492
2.85759 14.2 1.82014 1.06123
2.85759 14.25 1.81677 1.08713
2.85759 14.3 1.81339 1.11762
2.85759 14.35 1.81001 1.14526
2.85759 14.4 1.80664 1.16899
2.88403 10 -3.03189 0.188976
2.88403 10.05 -2.92175 0.183505
2.88403 10.1 -2.8116 0.178549
2.88403 10.15 -2.70146 0.171933
2.88403 10.2 -2.59131 0.165774
2.88403 10.25 -2.48117 0.161052
2.88403 10.3 -2.37103 0.155852
2.88403 10.35 -2.26089 0.154969
2.88403 10.4 -2.15075 0.151248
2.88403 10.45 -2.04061 0.146116
2.88403 10.5 -1.93047 0.142582
2.88403 10.55 -1.82034 0.137578
2.88403 10.6 -1.71021 0.134648
2.88403 10.65 -1.60009 0.129373
2.88403 10.7 -1.48997 0.128917
2.88403 10.75 -1.37986 0.127551
2.88403 10.8 -1.26976 0.128503
2.88403 10.85 -1.15967 0.126897
2.88403 10.9 -1.04959 0.126801
2.88403 10.95 -0.939534 0.129458
2.88403 11 -0.829483 0.130241
2.88403 11.05 -0.719425 0.129375
2.88403 11.1 -0.609317 0.130073
2.88403 11.15 -0.499073 0.130555
2.88403 11.2 -0.388527 0.130178
2.88403 11.25 -0.277385 0.129492
2.88403 11.3 -0.165178 0.127751
2.88403 11.35 -0.0512097 0.126939
2.88403 11.4 0.0654442 0.125611
2.88403 11.45 0.185857 0.125115
2.88403 11.5 0.311052 0.124565
2.88403 11.55 0.441684 0.120494
2.88403 11.6 0.577702 0.118288
2.88403 11.65 0.718112 0.119911
2.88403 11.7 0.860993 0.117118
2.88403 11.75 1.00376 0.114408
2.88403 11.8 1.14353 0.11406
