#1+z Log10(Mass/Msun) Log10(Average_SFR_for_All_Halos/(Msun/yr)) One-sigma-uncertainty(dex)
1.80302 13.4 -4.28458 2.65147
1.80302 13.45 -4.66594 2.802
1.80302 13.5 -5.0611 2.99439
1.80302 13.55 -5.47011 3.15046
1.80302 13.6 -5.89298 3.28632
1.80302 13.65 -6.32973 3.42894
1.80302 13.7 -6.78039 3.53685
1.80302 13.75 -7.24497 3.70537
1.80302 13.8 -7.7235 3.93964
1.80302 13.85 -8.21598 4.15266
1.80302 13.9 -8.72245 4.41909
1.80302 13.95 -9.24291 4.88708
1.80302 14 -9.77738 5.5737
1.80302 14.05 -10.3259 5.68462
1.80302 14.1 -10.8884 5.54525
1.80302 14.15 -11.4645 5.51124
1.80302 14.2 -12.0556 5.61516
1.80302 14.25 -12.6573 5.72125
1.80302 14.3 -13.279 5.53865
1.80302 14.35 -13.8743 5.61427
1.80302 14.4 0 5.4797
1.80302 14.45 0 5.43822
1.80302 14.5 0 5.5043
1.80302 14.55 0 5.52846
1.80302 14.6 0 5.46303
1.80302 14.65 0 5.55033
1.80302 14.7 0 5.40952
1.80302 14.75 0 5.26476
1.80302 14.8 0 5.28217
1.80302 14.85 0 5.17709
1.80302 14.9 0 4.98057
1.80302 14.95 0 4.7831
1.80302 15 0 4.71799
1.8197 10 -3.19127 0.212621
1.8197 10.05 -3.07699 0.207066
1.8197 10.1 -2.96272 0.20059
1.8197 10.15 -2.84845 0.192319
1.8197 10.2 -2.73419 0.185739
1.8197 10.25 -2.61993 0.177566
1.8197 10.3 -2.50567 0.171199
1.8197 10.35 -2.39143 0.164218
1.8197 10.4 -2.27719 0.156608
1.8197 10.45 -2.16296 0.151113
1.8197 10.5 -2.04874 0.147755
1.8197 10.55 -1.93455 0.142659
1.8197 10.6 -1.82037 0.139944
1.8197 10.65 -1.7062 0.137156
1.8197 10.7 -1.59203 0.133267
1.8197 10.75 -1.47782 0.13504
1.8197 10.8 -1.3635 0.134586
1.8197 10.85 -1.24888 0.135526
1.8197 10.9 -1.13366 0.132658
1.8197 10.95 -1.01732 0.132699
1.8197 11 -0.899055 0.130897
1.8197 11.05 -0.777712 0.130142
1.8197 11.1 -0.651872 0.128707
1.8197 11.15 -0.520056 0.124098
1.8197 11.2 -0.381122 0.119709
1.8197 11.25 -0.234774 0.114922
1.8197 11.3 -0.081939 0.113045
1.8197 11.35 0.075171 0.109377
1.8197 11.4 0.233382 0.106956
1.8197 11.45 0.389075 0.10679
1.8197 11.5 0.538681 0.112865
1.8197 11.55 0.678995 0.113956
1.8197 11.6 0.807306 0.119934
1.8197 11.65 0.921399 0.125108
1.8197 11.7 1.0195 0.128876
1.8197 11.75 1.1002 0.127609
1.8197 11.8 1.16242 0.125554
1.8197 11.85 1.20541 0.125659
1.8197 11.9 1.22869 0.123624
1.8197 11.95 1.23218 0.127444
1.8197 12 1.21614 0.134531
1.8197 12.05 1.18131 0.134705
1.8197 12.1 1.12887 0.130687
1.8197 12.15 1.06042 0.128843
1.8197 12.2 0.977917 0.134056
1.8197 12.25 0.88339 0.15595
1.8197 12.3 0.778681 0.185885
1.8197 12.35 0.665127 0.23932
1.8197 12.4 0.543358 0.296804
1.8197 12.45 0.413277 0.368023
1.8197 12.5 0.274225 0.451416
1.8197 12.55 0.12524 0.529034
1.8197 12.6 -0.034687 0.619853
1.8197 12.65 -0.206452 0.724192
1.8197 12.7 -0.390757 0.829758
1.8197 12.75 -0.588103 0.94333
1.8197 12.8 -0.798829 1.06142
1.8197 12.85 -1.02315 1.165
1.8197 12.9 -1.26121 1.28294
1.8197 12.95 -1.5131 1.42374
1.8197 13 -1.77888 1.54897
1.8197 13.05 -2.0586 1.68839
1.8197 13.1 -2.35231 1.82851
1.8197 13.15 -2.66004 1.94937
1.8197 13.2 -2.98184 2.10272
1.8197 13.25 -3.31774 2.25671
1.8197 13.3 -3.66777 2.42113
1.8197 13.35 -4.03198 2.59149
1.8197 13.4 -4.41038 2.79424
1.8197 13.45 -4.80301 2.93751
1.8197 13.5 -5.20989 3.03388
1.8197 13.55 -5.63106 3.20889
1.8197 13.6 -6.06653 3.3616
1.8197 13.65 -6.51633 3.57832
1.8197 13.7 -6.98049 3.75447
1.8197 13.75 -7.45901 3.87502
1.8197 13.8 -7.95192 4.10051
1.8197 13.85 -8.45924 4.33897
1.8197 13.9 -8.98098 4.81306
1.8197 13.95 -9.51715 5.46993
1.8197 14 -10.0678 5.62955
1.8197 14.05 -10.6329 5.51641
1.8197 14.1 -11.2125 5.47612
1.8197 14.15 -11.8068 5.57797
1.8197 14.2 -12.418 5.71489
1.8197 14.25 -13.0337 5.51452
1.8197 14.3 -13.6503 5.54755
1.8197 14.35 -14.3427 5.44314
1.8197 14.4 0 5.34913
1.8197 14.45 0 5.39657
1.8197 14.5 0 5.45981
1.8197 14.55 0 5.37777
1.8197 14.6 0 5.46043
1.8197 14.65 0 5.4357
1.8197 14.7 0 5.27002
1.8197 14.75 0 5.27114
1.8197 14.8 0 5.21772
1.8197 14.85 0 5.09832
1.8197 14.9 0 4.95191
1.8197 14.95 0 4.66948
1.8197 15 0 4.48527
1.83654 10 -3.18928 0.21239
1.83654 10.05 -3.07506 0.206929
1.83654 10.1 -2.96084 0.201055
1.83654 10.15 -2.84663 0.194319
1.83654 10.2 -2.73242 0.186875
1.83654 10.25 -2.61821 0.178636
1.83654 10.3 -2.50401 0.171356
1.83654 10.35 -2.38981 0.164802
1.83654 10.4 -2.27563 0.158118
1.83654 10.45 -2.16145 0.152959
1.83654 10.5 -2.04729 0.148588
1.83654 10.55 -1.93314 0.143107
1.83654 10.6 -1.81901 0.140459
1.83654 10.65 -1.70489 0.13785
1.83654 10.7 -1.59078 0.133328
1.83654 10.75 -1.47664 0.134776
1.83654 10.8 -1.36238 0.135197
1.83654 10.85 -1.24787 0.135731
1.83654 10.9 -1.1328 0.134207
1.83654 10.95 -1.0167 0.133199
1.83654 11 -0.898775 0.131479
1.83654 11.05 -0.77793 0.130144
1.83654 11.1 -0.65276 0.128312
1.83654 11.15 -0.521755 0.124771
1.83654 11.2 -0.383691 0.120913
1.83654 11.25 -0.238122 0.116269
1.83654 11.3 -0.0858032 0.113387
1.83654 11.35 0.0712024 0.109912
1.83654 11.4 0.229803 0.107164
1.83654 11.45 0.386391 0.105785
1.83654 11.5 0.537351 0.110799
1.83654 11.55 0.679402 0.114001
1.83654 11.6 0.80975 0.119486
1.83654 11.65 0.926097 0.126517
1.83654 11.7 1.02659 0.128509
1.83654 11.75 1.10975 0.128274
1.83654 11.8 1.17442 0.125578
1.83654 11.85 1.21977 0.12498
1.83654 11.9 1.24524 0.123958
1.83654 11.95 1.25064 0.127112
1.83654 12 1.23616 0.132662
1.83654 12.05 1.20242 0.134137
1.83654 12.1 1.1505 0.129461
1.83654 12.15 1.08195 0.129062
1.83654 12.2 0.998653 0.133766
1.83654 12.25 0.902645 0.157404
1.83654 12.3 0.795826 0.188141
1.83654 12.35 0.679638 0.24456
1.83654 12.4 0.554832 0.298998
1.83654 12.45 0.421415 0.375394
1.83654 12.5 0.278794 0.464539
1.83654 12.55 0.126024 0.549835
1.83654 12.6 -0.0379239 0.6429
1.83654 12.65 -0.213983 0.752522
1.83654 12.7 -0.402897 0.863607
1.83654 12.75 -0.605204 0.983868
1.83654 12.8 -0.821271 1.10144
1.83654 12.85 -1.05134 1.22686
1.83654 12.9 -1.29555 1.35462
1.83654 12.95 -1.554 1.48472
1.83654 13 -1.82678 1.62134
1.83654 13.05 -2.11392 1.76009
1.83654 13.1 -2.41547 1.89375
1.83654 13.15 -2.73148 2.04814
1.83654 13.2 -3.06198 2.18746
1.83654 13.25 -3.407 2.36761
1.83654 13.3 -3.76659 2.54696
1.83654 13.35 -4.14078 2.69234
1.83654 13.4 -4.5296 2.868
1.83654 13.45 -4.93307 3.01044
1.83654 13.5 -5.35123 3.15815
1.83654 13.55 -5.7841 3.34469
1.83654 13.6 -6.23171 3.53877
1.83654 13.65 -6.69407 3.72084
1.83654 13.7 -7.17122 3.84644
1.83654 13.75 -7.66317 4.04262
1.83654 13.8 -8.16994 4.26953
1.83654 13.85 -8.69155 4.56384
1.83654 13.9 -9.22801 5.33215
1.83654 13.95 -9.77934 5.52489
1.83654 14 -10.3455 5.4797
1.83654 14.05 -10.9267 5.44815
1.83654 14.1 -11.5225 5.55302
1.83654 14.15 -12.1346 5.66358
1.83654 14.2 -12.7624 5.49329
1.83654 14.25 -13.3927 5.54992
1.83654 14.3 -14.0395 5.32996
1.83654 14.35 0 5.25546
1.83654 14.4 0 5.32794
1.83654 14.45 0 5.34513
1.83654 14.5 0 5.43984
1.83654 14.55 0 5.33604
1.83654 14.6 0 5.44594
1.83654 14.65 0 5.41102
1.83654 14.7 0 5.18494
1.83654 14.75 0 5.27182
1.83654 14.8 0 5.03401
1.83654 14.85 0 5.09077
1.83654 14.9 0 4.83052
1.83654 14.95 0 4.50368
1.83654 15 0 4.30812
1.85353 10 -3.18717 0.213991
1.85353 10.05 -3.07301 0.206887
1.85353 10.1 -2.95885 0.202482
1.85353 10.15 -2.84469 0.196706
1.85353 10.2 -2.73053 0.188473
1.85353 10.25 -2.61638 0.179504
1.85353 10.3 -2.50223 0.172034
1.85353 10.35 -2.38809 0.165452
1.85353 10.4 -2.27396 0.159456
1.85353 10.45 -2.15984 0.154495
1.85353 10.5 -2.04573 0.149315
1.85353 10.55 -1.93163 0.14468
1.85353 10.6 -1.81755 0.138898
1.85353 10.65 -1.70349 0.137748
1.85353 10.7 -1.58943 0.133642
1.85353 10.75 -1.47535 0.135018
1.85353 10.8 -1.36117 0.133139
1.85353 10.85 -1.24676 0.135663
1.85353 10.9 -1.13184 0.134607
1.85353 10.95 -1.01595 0.132634
1.85353 11 -0.898366 0.131406
1.85353 11.05 -0.778007 0.130727
1.85353 11.1 -0.653496 0.128667
1.85353 11.15 -0.523307 0.125667
1.85353 11.2 -0.386136 0.12137
1.85353 11.25 -0.241397 0.117054
1.85353 11.3 -0.0896723 0.114243
1.85353 11.35 0.0671336 0.110682
1.85353 11.4 0.226024 0.10782
1.85353 11.45 0.383409 0.106092
1.85353 11.5 0.535636 0.109823
1.85353 11.55 0.679352 0.114677
1.85353 11.6 0.811679 0.117646
1.85353 11.65 0.930239 0.126687
1.85353 11.7 1.0331 0.127755
1.85353 11.75 1.11871 0.129091
1.85353 11.8 1.18584 0.126212
1.85353 11.85 1.23357 0.125229
1.85353 11.9 1.26128 0.12389
1.85353 11.95 1.26867 0.126403
1.85353 12 1.25585 0.13146
1.85353 12.05 1.22333 0.135238
1.85353 12.1 1.1721 0.129032
1.85353 12.15 1.10362 0.127728
1.85353 12.2 1.01972 0.133697
1.85353 12.25 0.922426 0.156275
1.85353 12.3 0.813694 0.18895
1.85353 12.35 0.695059 0.24908
1.85353 12.4 0.567393 0.309262
1.85353 12.45 0.430813 0.383861
1.85353 12.5 0.2848 0.470854
1.85353 12.55 0.128435 0.564769
1.85353 12.6 -0.0393249 0.667428
1.85353 12.65 -0.219449 0.778483
1.85353 12.7 -0.41272 0.895143
1.85353 12.75 -0.619717 1.02021
1.85353 12.8 -0.840834 1.15202
1.85353 12.85 -1.07633 1.27099
1.85353 12.9 -1.32636 1.40766
1.85353 12.95 -1.59105 1.56956
1.85353 13 -1.87045 1.67026
1.85353 13.05 -2.16463 1.82103
1.85353 13.1 -2.47364 1.98563
1.85353 13.15 -2.79751 2.12937
1.85353 13.2 -3.13628 2.30865
1.85353 13.25 -3.48999 2.4813
1.85353 13.3 -3.85868 2.67999
1.85353 13.35 -4.24237 2.81885
1.85353 13.4 -4.64111 3.0295
1.85353 13.45 -5.05491 3.20814
1.85353 13.5 -5.48382 3.30884
1.85353 13.55 -5.92785 3.44028
1.85353 13.6 -6.38703 3.59792
1.85353 13.65 -6.86138 3.78461
1.85353 13.7 -7.35093 3.99513
1.85353 13.75 -7.8557 4.23445
1.85353 13.8 -8.3757 4.37641
1.85353 13.85 -8.91095 5.22246
1.85353 13.9 -9.46147 5.35492
1.85353 13.95 -10.0273 5.45325
1.85353 14 -10.6083 5.45648
1.85353 14.05 -11.2047 5.54453
1.85353 14.1 -11.8167 5.61269
1.85353 14.15 -12.4423 5.63846
1.85353 14.2 -13.0892 5.40516
1.85353 14.25 -13.7361 5.29804
1.85353 14.3 -14.3319 5.2262
1.85353 14.35 0 5.21801
1.85353 14.4 0 5.20368
1.85353 14.45 0 5.37481
1.85353 14.5 0 5.30357
1.85353 14.55 0 5.36572
1.85353 14.6 0 5.48886
1.85353 14.65 0 5.37821
1.85353 14.7 0 5.17267
1.85353 14.75 0 5.24194
1.85353 14.8 0 5.05955
1.85353 14.85 0 4.89523
1.85353 14.9 0 4.80127
1.85353 14.95 0 4.3716
1.85353 15 0 4.10449
1.87068 10 -3.18494 0.214316
1.87068 10.05 -3.07083 0.20771
1.87068 10.1 -2.95673 0.20265
1.87068 10.15 -2.84263 0.198805
1.87068 10.2 -2.72853 0.189725
1.87068 10.25 -2.61443 0.180569
1.87068 10.3 -2.50034 0.172271
1.87068 10.35 -2.38625 0.167161
1.87068 10.4 -2.27218 0.159034
1.87068 10.45 -2.15811 0.154593
1.87068 10.5 -2.04405 0.151251
1.87068 10.55 -1.93001 0.145641
1.87068 10.6 -1.81599 0.139157
1.87068 10.65 -1.70198 0.138472
1.87068 10.7 -1.58798 0.133984
1.87068 10.75 -1.47396 0.135165
1.87068 10.8 -1.35985 0.133307
1.87068 10.85 -1.24554 0.136583
1.87068 10.9 -1.13076 0.134809
1.87068 10.95 -1.01509 0.133063
1.87068 11 -0.897825 0.132046
1.87068 11.05 -0.777938 0.131705
1.87068 11.1 -0.654074 0.129702
1.87068 11.15 -0.524699 0.125314
1.87068 11.2 -0.388441 0.121546
1.87068 11.25 -0.244579 0.117044
1.87068 11.3 -0.0935208 0.114051
1.87068 11.35 0.0629924 0.11116
1.87068 11.4 0.222071 0.107754
1.87068 11.45 0.380156 0.10715
1.87068 11.5 0.533561 0.109387
1.87068 11.55 0.678866 0.11434
1.87068 11.6 0.813112 0.115857
1.87068 11.65 0.933837 0.1257
1.87068 11.7 1.03903 0.128075
1.87068 11.75 1.12708 0.12987
1.87068 11.8 1.19667 0.127254
1.87068 11.85 1.24681 0.128006
1.87068 11.9 1.2768 0.127228
1.87068 11.95 1.28626 0.125694
1.87068 12 1.27519 0.13153
1.87068 12.05 1.24401 0.134933
1.87068 12.1 1.19362 0.129701
1.87068 12.15 1.12539 0.128469
1.87068 12.2 1.04109 0.137044
1.87068 12.25 0.942726 0.15452
1.87068 12.3 0.832294 0.191691
1.87068 12.35 0.711418 0.252383
1.87068 12.4 0.58109 0.315008
1.87068 12.45 0.441545 0.396831
1.87068 12.5 0.292343 0.48017
1.87068 12.55 0.132599 0.579559
1.87068 12.6 -0.0387364 0.687095
1.87068 12.65 -0.222664 0.801613
1.87068 12.7 -0.420009 0.924622
1.87068 12.75 -0.631387 1.0566
1.87068 12.8 -0.857223 1.18353
1.87068 12.85 -1.0978 1.3097
1.87068 12.9 -1.35328 1.45341
1.87068 12.95 -1.6238 1.56906
1.87068 13 -1.90942 1.73996
1.87068 13.05 -2.21021 1.89166
1.87068 13.1 -2.52621 2.05896
1.87068 13.15 -2.85747 2.24041
1.87068 13.2 -3.20402 2.42526
1.87068 13.25 -3.56591 2.62015
1.87068 13.3 -3.94316 2.80763
1.87068 13.35 -4.33581 2.93387
1.87068 13.4 -4.7439 3.13247
1.87068 13.45 -5.16744 3.31267
1.87068 13.5 -5.60649 3.30904
1.87068 13.55 -6.06105 3.47667
1.87068 13.6 -6.53115 3.70811
1.87068 13.65 -7.01682 3.90639
1.87068 13.7 -7.51808 4.16699
1.87068 13.75 -8.03495 4.35173
1.87068 13.8 -8.56745 4.64406
1.87068 13.85 -9.11559 5.16113
1.87068 13.9 -9.6794 5.32279
1.87068 13.95 -10.2589 5.41219
1.87068 14 -10.8541 5.50394
1.87068 14.05 -11.4648 5.64194
1.87068 14.1 -12.0926 5.63515
1.87068 14.15 -12.7397 5.37991
1.87068 14.2 -13.3813 5.21611
1.87068 14.25 -14.0284 5.30923
1.87068 14.3 0 5.11581
1.87068 14.35 0 5.09161
1.87068 14.4 0 5.21569
1.87068 14.45 0 5.34247
1.87068 14.5 0 5.31527
1.87068 14.55 0 5.42953
1.87068 14.6 0 5.48135
1.87068 14.65 0 5.23214
1.87068 14.7 0 5.17313
1.87068 14.75 0 5.19825
1.87068 14.8 0 4.95048
1.87068 14.85 0 4.91973
1.87068 14.9 0 4.67093
1.87068 14.95 0 4.22633
1.88799 10 -3.18258 0.215271
1.88799 10.05 -3.06854 0.208511
1.88799 10.1 -2.95449 0.203453
1.88799 10.15 -2.84044 0.198929
1.88799 10.2 -2.7264 0.190367
1.88799 10.25 -2.61236 0.181236
1.88799 10.3 -2.49833 0.173178
1.88799 10.35 -2.3843 0.167082
1.88799 10.4 -2.27028 0.160021
1.88799 10.45 -2.15627 0.154975
1.88799 10.5 -2.04227 0.151622
1.88799 10.55 -1.92829 0.146021
1.88799 10.6 -1.81432 0.139661
1.88799 10.65 -1.70037 0.137153
1.88799 10.7 -1.58643 0.134811
1.88799 10.75 -1.47247 0.134434
1.88799 10.8 -1.35844 0.134996
1.88799 10.85 -1.24421 0.135869
1.88799 10.9 -1.12957 0.134361
1.88799 10.95 -1.01411 0.134451
1.88799 11 -0.897154 0.132776
1.88799 11.05 -0.777724 0.131184
1.88799 11.1 -0.654495 0.130014
1.88799 11.15 -0.52593 0.125863
1.88799 11.2 -0.390599 0.122485
1.88799 11.25 -0.247655 0.11774
1.88799 11.3 -0.0973324 0.114194
1.88799 11.35 0.0587977 0.111762
1.88799 11.4 0.217963 0.10807
1.88799 11.45 0.376649 0.107569
1.88799 11.5 0.531142 0.10881
1.88799 11.55 0.677959 0.114105
1.88799 11.6 0.814058 0.116069
1.88799 11.65 0.936901 0.1234
1.88799 11.7 1.0444 0.128445
1.88799 11.75 1.13486 0.13104
1.88799 11.8 1.20691 0.128976
1.88799 11.85 1.25948 0.12948
1.88799 11.9 1.29179 0.126534
1.88799 11.95 1.30337 0.125618
1.88799 12 1.29415 0.130477
1.88799 12.05 1.26444 0.135059
1.88799 12.1 1.21505 0.130641
1.88799 12.15 1.14725 0.129095
1.88799 12.2 1.06275 0.135604
1.88799 12.25 0.963538 0.154039
1.88799 12.3 0.851632 0.194365
1.88799 12.35 0.728741 0.252104
1.88799 12.4 0.595973 0.322026
1.88799 12.45 0.453683 0.4077
1.88799 12.5 0.301518 0.493234
1.88799 12.55 0.138638 0.600364
1.88799 12.6 -0.0360079 0.699333
1.88799 12.65 -0.223449 0.822011
1.88799 12.7 -0.424549 0.94607
1.88799 12.75 -0.639964 1.08647
1.88799 12.8 -0.870148 1.21901
1.88799 12.85 -1.1154 1.34461
1.88799 12.9 -1.37592 1.47141
1.88799 12.95 -1.65183 1.66904
1.88799 13 -1.94321 1.84205
1.88799 13.05 -2.25012 1.9712
1.88799 13.1 -2.57261 2.16369
1.88799 13.15 -2.91072 2.34849
1.88799 13.2 -3.26449 2.53261
1.88799 13.25 -3.63397 2.72889
1.88799 13.3 -4.01919 2.87114
1.88799 13.35 -4.42017 3.06711
1.88799 13.4 -4.83696 3.26763
1.88799 13.45 -5.26958 3.23623
1.88799 13.5 -5.71807 3.3916
1.88799 13.55 -6.18244 3.60683
1.88799 13.6 -6.66273 3.82452
1.88799 13.65 -7.15896 4.04545
1.88799 13.7 -7.67114 4.22962
1.88799 13.75 -8.19931 4.40714
1.88799 13.8 -8.74348 5.157
1.88799 13.85 -9.30367 5.16575
1.88799 13.9 -9.87989 5.39296
1.88799 13.95 -10.4722 5.3821
1.88799 14 -11.0804 5.59786
1.88799 14.05 -11.7053 5.51789
1.88799 14.1 -12.3476 5.44973
1.88799 14.15 -12.9904 5.3105
1.88799 14.2 -13.7247 5.21143
1.88799 14.25 -14.3208 5.21058
1.88799 14.3 0 5.03269
1.88799 14.35 0 5.14234
1.88799 14.4 0 5.25575
1.88799 14.45 0 5.2912
1.88799 14.5 0 5.34596
1.88799 14.55 0 5.40576
1.88799 14.6 0 5.35567
1.88799 14.65 0 5.20121
1.88799 14.7 0 5.13437
1.88799 14.75 0 4.98119
1.88799 14.8 0 4.93615
1.88799 14.85 0 4.81476
1.88799 14.9 0 4.25011
1.88799 14.95 0 4.1778
1.90546 10 -3.1801 0.217394
1.90546 10.05 -3.06611 0.209446
1.90546 10.1 -2.95213 0.203506
1.90546 10.15 -2.83814 0.198898
1.90546 10.2 -2.72416 0.191101
1.90546 10.25 -2.61018 0.181466
1.90546 10.3 -2.49621 0.174246
1.90546 10.35 -2.38224 0.167431
1.90546 10.4 -2.26828 0.160424
1.90546 10.45 -2.15432 0.155978
1.90546 10.5 -2.04038 0.151848
1.90546 10.55 -1.92646 0.14774
1.90546 10.6 -1.81255 0.140655
1.90546 10.65 -1.69865 0.137288
1.90546 10.7 -1.58477 0.135133
1.90546 10.75 -1.47087 0.134673
1.90546 10.8 -1.35691 0.13431
1.90546 10.85 -1.24279 0.135103
1.90546 10.9 -1.12828 0.13591
1.90546 10.95 -1.01301 0.134121
1.90546 11 -0.896352 0.133002
1.90546 11.05 -0.777364 0.130153
1.90546 11.1 -0.654754 0.130361
1.90546 11.15 -0.526992 0.12665
1.90546 11.2 -0.392598 0.122702
1.90546 11.25 -0.250608 0.118325
1.90546 11.3 -0.101085 0.11476
1.90546 11.35 0.0545742 0.111941
1.90546 11.4 0.213728 0.107918
1.90546 11.45 0.372913 0.107212
1.90546 11.5 0.528402 0.107249
1.90546 11.55 0.676649 0.112998
1.90546 11.6 0.814537 0.115713
1.90546 11.65 0.939442 0.12186
1.90546 11.7 1.0492 0.128457
1.90546 11.75 1.14206 0.131366
1.90546 11.8 1.21656 0.12948
1.90546 11.85 1.27157 0.127868
1.90546 11.9 1.30623 0.126397
1.90546 11.95 1.32001 0.126246
1.90546 12 1.31272 0.129802
1.90546 12.05 1.2846 0.13369
1.90546 12.1 1.23635 0.131183
1.90546 12.15 1.16916 0.130445
1.90546 12.2 1.08467 0.137074
1.90546 12.25 0.984844 0.155603
1.90546 12.3 0.871704 0.19528
1.90546 12.35 0.74704 0.258765
1.90546 12.4 0.612072 0.331314
1.90546 12.45 0.467278 0.418017
1.90546 12.5 0.3124 0.498948
1.90546 12.55 0.14665 0.609905
1.90546 12.6 -0.0310162 0.726791
1.90546 12.65 -0.221652 0.845481
1.90546 12.7 -0.42616 0.980423
1.90546 12.75 -0.645232 1.10682
1.90546 12.8 -0.879358 1.24954
1.90546 12.85 -1.12886 1.39842
1.90546 12.9 -1.39395 1.52179
1.90546 12.95 -1.67476 1.73171
1.90546 13 -1.97138 1.87332
1.90546 13.05 -2.28387 2.04127
1.90546 13.1 -2.61228 2.24181
1.90546 13.15 -2.95666 2.43681
1.90546 13.2 -3.31705 2.6098
1.90546 13.25 -3.69348 2.78488
1.90546 13.3 -4.08599 2.91718
1.90546 13.35 -4.49461 3.09915
1.90546 13.4 -4.91938 3.26922
1.90546 13.45 -5.36034 3.27709
1.90546 13.5 -5.81749 3.49381
1.90546 13.55 -6.29089 3.71717
1.90546 13.6 -6.78054 3.92244
1.90546 13.65 -7.28647 4.11946
1.90546 13.7 -7.80872 4.27482
1.90546 13.75 -8.34729 4.95497
1.90546 13.8 -8.9022 5.08739
1.90546 13.85 -9.47348 5.24004
1.90546 13.9 -10.0611 5.30172
1.90546 13.95 -10.6652 5.50444
1.90546 14 -11.2858 5.52561
1.90546 14.05 -11.9224 5.51001
1.90546 14.1 -12.5739 5.37077
1.90546 14.15 -13.2448 5.18904
1.90546 14.2 -14.0171 5.18393
1.90546 14.25 0 5.00209
1.90546 14.3 0 5.05644
1.90546 14.35 0 5.12574
1.90546 14.4 0 5.20814
1.90546 14.45 0 5.29669
1.90546 14.5 0 5.35033
1.90546 14.55 0 5.30419
1.90546 14.6 0 5.21499
1.90546 14.65 0 5.19709
1.90546 14.7 0 5.13402
1.90546 14.75 0 4.96484
1.90546 14.8 0 4.92142
1.90546 14.85 0 4.67561
1.90546 14.9 0 4.21344
1.90546 14.95 0 4.186
1.92309 10 -3.17749 0.219924
1.92309 10.05 -3.06357 0.20964
1.92309 10.1 -2.94964 0.203156
1.92309 10.15 -2.83572 0.198602
1.92309 10.2 -2.7218 0.191603
1.92309 10.25 -2.60788 0.1823
1.92309 10.3 -2.49397 0.173046
1.92309 10.35 -2.38006 0.169005
1.92309 10.4 -2.26616 0.16392
1.92309 10.45 -2.15226 0.157043
1.92309 10.5 -2.03838 0.152819
1.92309 10.55 -1.92451 0.14946
1.92309 10.6 -1.81066 0.14347
1.92309 10.65 -1.69683 0.138451
1.92309 10.7 -1.583 0.135515
1.92309 10.75 -1.46917 0.13551
1.92309 10.8 -1.35529 0.135262
1.92309 10.85 -1.24125 0.134859
1.92309 10.9 -1.12687 0.136118
1.92309 10.95 -1.01179 0.134791
1.92309 11 -0.895419 0.132958
1.92309 11.05 -0.776856 0.129979
1.92309 11.1 -0.654849 0.129311
1.92309 11.15 -0.527881 0.127477
1.92309 11.2 -0.394429 0.123431
1.92309 11.25 -0.253423 0.118234
1.92309 11.3 -0.10476 0.114209
1.92309 11.35 0.0503444 0.112276
1.92309 11.4 0.209387 0.108511
1.92309 11.45 0.368971 0.105701
1.92309 11.5 0.525362 0.10707
1.92309 11.55 0.674958 0.112063
1.92309 11.6 0.814562 0.116238
1.92309 11.65 0.941474 0.120889
1.92309 11.7 1.05346 0.128275
1.92309 11.75 1.14867 0.132494
1.92309 11.8 1.22562 0.131308
1.92309 11.85 1.28307 0.129194
1.92309 11.9 1.32012 0.124364
1.92309 11.95 1.33614 0.126942
1.92309 12 1.33087 0.129869
1.92309 12.05 1.30445 0.132565
1.92309 12.1 1.2575 0.13109
1.92309 12.15 1.1911 0.131291
1.92309 12.2 1.10684 0.136473
1.92309 12.25 1.00663 0.155159
1.92309 12.3 0.892503 0.196774
1.92309 12.35 0.766322 0.259059
1.92309 12.4 0.629413 0.33645
1.92309 12.45 0.482376 0.421361
1.92309 12.5 0.325058 0.513607
1.92309 12.55 0.156727 0.613749
1.92309 12.6 -0.0236445 0.740155
1.92309 12.65 -0.21713 0.859376
1.92309 12.7 -0.424668 0.989584
1.92309 12.75 -0.64699 1.13499
1.92309 12.8 -0.884616 1.27665
1.92309 12.85 -1.1379 1.40633
1.92309 12.9 -1.40706 1.56867
1.92309 12.95 -1.69224 1.75164
1.92309 13 -1.99354 1.94016
1.92309 13.05 -2.31102 2.1258
1.92309 13.1 -2.64474 2.31949
1.92309 13.15 -2.99474 2.49558
1.92309 13.2 -3.36106 2.72346
1.92309 13.25 -3.74374 2.80836
1.92309 13.3 -4.14282 2.97137
1.92309 13.35 -4.55833 3.19789
1.92309 13.4 -4.9903 3.24221
1.92309 13.45 -5.43876 3.35444
1.92309 13.5 -5.90375 3.59072
1.92309 13.55 -6.38529 3.78875
1.92309 13.6 -6.8834 3.99625
1.92309 13.65 -7.39812 4.20408
1.92309 13.7 -7.92945 4.36732
1.92309 13.75 -8.47744 4.99574
1.92309 13.8 -9.04208 5.09739
1.92309 13.85 -9.62341 5.24233
1.92309 13.9 -10.2214 5.39467
1.92309 13.95 -10.8361 5.46946
1.92309 14 -11.4678 5.44922
1.92309 14.05 -12.1171 5.5636
1.92309 14.1 -12.7768 5.20702
1.92309 14.15 -13.4701 5.26273
1.92309 14.2 -14.0085 5.00898
1.92309 14.25 0 4.94719
1.92309 14.3 0 5.04164
1.92309 14.35 0 5.10837
1.92309 14.4 0 5.162
1.92309 14.45 0 5.29273
1.92309 14.5 0 5.36124
1.92309 14.55 0 5.36738
1.92309 14.6 0 5.16007
1.92309 14.65 0 5.17213
