#1+z Log10(Mass/Msun) Star-Forming-Fraction One-sigma-uncertainty
1.0666 10.05 0.886384 0.0622279
1.0666 10.1 0.88369 0.0613739
1.0666 10.15 0.880765 0.0600477
1.0666 10.2 0.877595 0.0584538
1.0666 10.25 0.874165 0.0572985
1.0666 10.3 0.870462 0.0559405
1.0666 10.35 0.866473 0.0543841
1.0666 10.4 0.862183 0.052886
1.0666 10.45 0.857578 0.0510833
1.0666 10.5 0.852645 0.0495306
1.0666 10.55 0.847371 0.0480506
1.0666 10.6 0.841744 0.0470734
1.0666 10.65 0.835751 0.045553
1.0666 10.7 0.829381 0.0440688
1.0666 10.75 0.822623 0.0430961
1.0666 10.8 0.815468 0.041446
1.0666 10.85 0.807908 0.0398034
1.0666 10.9 0.799934 0.0383361
1.0666 10.95 0.791541 0.0374811
1.0666 11 0.782724 0.0364714
1.0666 11.05 0.773479 0.0349715
1.0666 11.1 0.763805 0.0339028
1.0666 11.15 0.753701 0.0327008
1.0666 11.2 0.743169 0.0316631
1.0666 11.25 0.732211 0.0300525
1.0666 11.3 0.720833 0.0287339
1.0666 11.35 0.709043 0.0278048
1.0666 11.4 0.696847 0.0272786
1.0666 11.45 0.684258 0.0265095
1.0666 11.5 0.671288 0.0258051
1.0666 11.55 0.657952 0.0251929
1.0666 11.6 0.644265 0.0254651
1.0666 11.65 0.630245 0.0255482
1.0666 11.7 0.615914 0.0260371
1.0666 11.75 0.601292 0.0272018
1.0666 11.8 0.586402 0.0283356
1.0666 11.85 0.571269 0.0298783
1.0666 11.9 0.55592 0.0317797
1.0666 11.95 0.54038 0.0341982
1.0666 12 0.524679 0.0366324
1.0666 12.05 0.508846 0.0392813
1.0666 12.1 0.49291 0.0409121
1.0666 12.15 0.476903 0.0438063
1.0666 12.2 0.460854 0.0477576
1.0666 12.25 0.444797 0.0510692
1.0666 12.3 0.42876 0.0545275
1.0666 12.35 0.412777 0.0580517
1.0666 12.4 0.396878 0.0616814
1.0666 12.45 0.381092 0.0648546
1.0666 12.5 0.36545 0.068058
1.0666 12.55 0.349981 0.0706902
1.0666 12.6 0.334712 0.0729853
1.0666 12.65 0.31967 0.0754659
1.0666 12.7 0.304882 0.0773652
1.0666 12.75 0.290369 0.0789968
1.0666 12.8 0.276156 0.0809481
1.0666 12.85 0.262264 0.082113
1.0666 12.9 0.24871 0.0829125
1.0666 12.95 0.235514 0.0835921
1.0666 13 0.22269 0.083598
1.0666 13.05 0.210252 0.0833561
1.0666 13.1 0.198212 0.0833742
1.0666 13.15 0.186581 0.0826713
1.0666 13.2 0.175365 0.0819417
1.0666 13.25 0.164572 0.0811184
1.0666 13.3 0.154205 0.0797888
1.0666 13.35 0.144267 0.078323
1.0666 13.4 0.134759 0.0767149
1.0666 13.45 0.12568 0.0752595
1.0666 13.5 0.117028 0.0735004
1.0666 13.55 0.108798 0.0715906
1.0666 13.6 0.100986 0.0695669
1.0666 13.65 0.0935834 0.0672516
1.0666 13.7 0.0865837 0.0649128
1.0666 13.75 0.0799774 0.0624609
1.0666 13.8 0.0737547 0.0602085
1.0666 13.85 0.0679047 0.0576758
1.0666 13.9 0.0624157 0.0551511
1.0666 13.95 0.0572756 0.0527134
1.0666 14 0.0524714 0.0503383
1.0666 14.05 0.04799 0.0481727
1.0666 14.1 0.0438179 0.0458435
1.0666 14.15 0.0399412 0.0435775
1.0666 14.2 0.036346 0.0413633
1.0666 14.25 0.0330185 0.039176
1.0666 14.3 0.0299446 0.0369798
1.0666 14.35 0.0271106 0.0349075
1.0666 14.4 0.0245028 0.0329185
1.0666 14.45 0.0221078 0.0309812
1.0666 14.5 0.0199126 0.0290653
1.0666 14.55 0.0179044 0.027112
1.0666 14.6 0.0160708 0.0252513
1.0666 14.65 0.0144 0.0234831
1.0666 14.7 0.0128804 0.0218995
1.0666 14.75 0.0115011 0.0204525
1.0666 14.8 0.0102515 0.0190972
1.0666 14.85 0.00912161 0.017747
1.0666 14.9 0.008102 0.0164367
1.0666 14.95 0.00718368 0.0152027
1.0666 15 0.00635819 0.0140427
1.07647 10 0.89305 0.0624425
1.07647 10.05 0.890714 0.0612451
1.07647 10.1 0.888163 0.060606
1.07647 10.15 0.88538 0.059458
1.07647 10.2 0.882353 0.0580657
1.07647 10.25 0.879067 0.0571337
1.07647 10.3 0.875506 0.0553788
1.07647 10.35 0.871655 0.0539837
1.07647 10.4 0.8675 0.0523379
1.07647 10.45 0.863025 0.0506216
1.07647 10.5 0.858216 0.0496552
1.07647 10.55 0.853058 0.0480294
1.07647 10.6 0.847537 0.046735
1.07647 10.65 0.84164 0.0448217
1.07647 10.7 0.835354 0.0434767
1.07647 10.75 0.828668 0.0421946
1.07647 10.8 0.82157 0.0409852
1.07647 10.85 0.81405 0.0392779
1.07647 10.9 0.806099 0.0377286
1.07647 10.95 0.79771 0.0368891
1.07647 11 0.788877 0.0358063
1.07647 11.05 0.779596 0.0347189
1.07647 11.1 0.769863 0.0330776
1.07647 11.15 0.759678 0.0319694
1.07647 11.2 0.749041 0.03113
1.07647 11.25 0.737956 0.0290752
1.07647 11.3 0.726425 0.0280772
1.07647 11.35 0.714457 0.0274718
1.07647 11.4 0.70206 0.0263856
1.07647 11.45 0.689246 0.0256703
1.07647 11.5 0.676026 0.0249712
1.07647 11.55 0.662416 0.0245714
1.07647 11.6 0.648433 0.0247149
1.07647 11.65 0.634097 0.0252428
1.07647 11.7 0.619428 0.0255108
1.07647 11.75 0.60445 0.0264513
1.07647 11.8 0.589187 0.0275677
1.07647 11.85 0.573666 0.0291742
1.07647 11.9 0.557914 0.0313369
1.07647 11.95 0.54196 0.0337251
1.07647 12 0.525836 0.0359233
1.07647 12.05 0.509573 0.0383376
1.07647 12.1 0.493203 0.0404202
1.07647 12.15 0.476758 0.0434238
1.07647 12.2 0.460273 0.0469991
1.07647 12.25 0.443782 0.0509285
1.07647 12.3 0.427317 0.0540265
1.07647 12.35 0.410913 0.0576614
1.07647 12.4 0.394602 0.0615246
1.07647 12.45 0.378417 0.0647842
1.07647 12.5 0.362391 0.0682408
1.07647 12.55 0.346554 0.0703555
1.07647 12.6 0.330935 0.0733197
1.07647 12.65 0.315564 0.075854
1.07647 12.7 0.300467 0.077514
1.07647 12.75 0.285669 0.0792788
1.07647 12.8 0.271195 0.0804534
1.07647 12.85 0.257067 0.082004
1.07647 12.9 0.243303 0.0822951
1.07647 12.95 0.229923 0.0829476
1.07647 13 0.216942 0.0830792
1.07647 13.05 0.204374 0.0829239
1.07647 13.1 0.19223 0.0827892
1.07647 13.15 0.180521 0.0819518
1.07647 13.2 0.169254 0.0810693
1.07647 13.25 0.158434 0.0799193
1.07647 13.3 0.148065 0.0787753
1.07647 13.35 0.138149 0.0774
1.07647 13.4 0.128684 0.0756539
1.07647 13.45 0.11967 0.0737508
1.07647 13.5 0.111101 0.071772
1.07647 13.55 0.102973 0.0695623
1.07647 13.6 0.0952792 0.0672875
1.07647 13.65 0.0880107 0.0650147
1.07647 13.7 0.0811581 0.0626331
1.07647 13.75 0.074711 0.0601007
1.07647 13.8 0.0686577 0.0575453
1.07647 13.85 0.0629857 0.0551491
1.07647 13.9 0.057682 0.0527244
1.07647 13.95 0.0527328 0.0503331
1.07647 14 0.0481237 0.0479412
1.07647 14.05 0.0438403 0.0455462
1.07647 14.1 0.0398676 0.0432033
1.07647 14.15 0.0361906 0.0409109
1.07647 14.2 0.0327943 0.0387614
1.07647 14.25 0.0296637 0.0365189
1.07647 14.3 0.0267838 0.03441
1.07647 14.35 0.0241401 0.0323437
1.07647 14.4 0.0217181 0.0303789
1.07647 14.45 0.0195037 0.0284959
1.07647 14.5 0.0174833 0.0265401
1.07647 14.55 0.0156437 0.0246634
1.07647 14.6 0.0139721 0.0229493
1.07647 14.65 0.0124563 0.0213645
1.07647 14.7 0.0110846 0.0199006
1.07647 14.75 0.00984576 0.0184542
1.07647 14.8 0.00872926 0.0170698
1.07647 14.85 0.00772506 0.0157666
1.07647 14.9 0.00682371 0.0145422
1.07647 14.95 0.00601634 0.0133941
1.07647 15 0.00529462 0.0123194
1.08643 10 0.897103 0.062634
1.08643 10.05 0.894909 0.0611949
1.08643 10.1 0.892502 0.0601191
1.08643 10.15 0.889867 0.0592314
1.08643 10.2 0.886988 0.0576205
1.08643 10.25 0.88385 0.0560848
1.08643 10.3 0.880437 0.0548793
1.08643 10.35 0.876732 0.0533632
1.08643 10.4 0.87272 0.0516972
1.08643 10.45 0.868384 0.050374
1.08643 10.5 0.863708 0.0490404
1.08643 10.55 0.858676 0.0476011
1.08643 10.6 0.853273 0.0459597
1.08643 10.65 0.847483 0.0444297
1.08643 10.7 0.841293 0.0428669
1.08643 10.75 0.83469 0.0414837
1.08643 10.8 0.82766 0.0400661
1.08643 10.85 0.820192 0.0388216
1.08643 10.9 0.812275 0.0371202
1.08643 10.95 0.803902 0.035706
1.08643 11 0.795065 0.035696
1.08643 11.05 0.785757 0.034239
1.08643 11.1 0.775975 0.032593
1.08643 11.15 0.765718 0.0316843
1.08643 11.2 0.754984 0.0305438
1.08643 11.25 0.743775 0.0285845
1.08643 11.3 0.732097 0.0271093
1.08643 11.35 0.719956 0.0272023
1.08643 11.4 0.707359 0.026019
1.08643 11.45 0.694319 0.024894
1.08643 11.5 0.680848 0.0243746
1.08643 11.55 0.666963 0.0238121
1.08643 11.6 0.652681 0.0238231
1.08643 11.65 0.638022 0.0242036
1.08643 11.7 0.623009 0.024756
1.08643 11.75 0.607666 0.0254006
1.08643 11.8 0.59202 0.0269191
1.08643 11.85 0.5761 0.0284741
1.08643 11.9 0.559934 0.030428
1.08643 11.95 0.543554 0.0333013
1.08643 12 0.526994 0.0348651
1.08643 12.05 0.510287 0.0374096
1.08643 12.1 0.493469 0.0406542
1.08643 12.15 0.476574 0.0430915
1.08643 12.2 0.459639 0.0466715
1.08643 12.25 0.4427 0.0506326
1.08643 12.3 0.425794 0.054001
1.08643 12.35 0.408957 0.0577046
1.08643 12.4 0.392224 0.0616031
1.08643 12.45 0.375631 0.0648884
1.08643 12.5 0.359212 0.0677707
1.08643 12.55 0.342999 0.0706507
1.08643 12.6 0.327026 0.0729063
1.08643 12.65 0.311321 0.0755032
1.08643 12.7 0.295914 0.0774534
1.08643 12.75 0.280831 0.0790943
1.08643 12.8 0.266098 0.0804863
1.08643 12.85 0.251737 0.0809851
1.08643 12.9 0.237768 0.0818123
1.08643 12.95 0.224211 0.0825058
1.08643 13 0.211081 0.0823986
1.08643 13.05 0.198393 0.0826147
1.08643 13.1 0.186157 0.0822349
1.08643 13.15 0.174383 0.0814044
1.08643 13.2 0.163078 0.0806442
1.08643 13.25 0.152247 0.079215
1.08643 13.3 0.141891 0.0778588
1.08643 13.35 0.132012 0.0759501
1.08643 13.4 0.122607 0.0738755
1.08643 13.45 0.113673 0.0716675
1.08643 13.5 0.105205 0.0696389
1.08643 13.55 0.0971959 0.0674127
1.08643 13.6 0.0896367 0.0649971
1.08643 13.65 0.0825176 0.0625312
1.08643 13.7 0.0758274 0.0601783
1.08643 13.75 0.0695537 0.0577067
1.08643 13.8 0.0636833 0.0551274
1.08643 13.85 0.0582021 0.052588
1.08643 13.9 0.0530951 0.0501328
1.08643 13.95 0.0483472 0.0476361
1.08643 14 0.0439425 0.0452409
1.08643 14.05 0.039865 0.0429841
1.08643 14.1 0.0360985 0.0406217
1.08643 14.15 0.0326268 0.0383104
1.08643 14.2 0.0294336 0.0360297
1.08643 14.25 0.0265029 0.0338426
1.08643 14.3 0.023819 0.0317322
1.08643 14.35 0.0213662 0.0297121
1.08643 14.4 0.0191296 0.0277745
1.08643 14.45 0.0170945 0.0259549
1.08643 14.5 0.0152466 0.0241494
1.08643 14.55 0.0135724 0.0224655
1.08643 14.6 0.0120588 0.02083
1.08643 14.65 0.0106933 0.0192717
1.08643 14.7 0.00946412 0.0178025
1.08643 14.75 0.00835997 0.0164202
1.08643 14.8 0.00737028 0.0151224
1.08643 14.85 0.0064851 0.0139065
1.08643 14.9 0.00569508 0.0127695
1.08643 14.95 0.00499152 0.0117084
1.08643 15 0.00436629 0.01072
1.09648 10 0.901016 0.0633306
1.09648 10.05 0.898965 0.0614264
1.09648 10.1 0.896705 0.0597506
1.09648 10.15 0.89422 0.0588361
1.09648 10.2 0.891493 0.0577996
1.09648 10.25 0.888509 0.056398
1.09648 10.3 0.885249 0.0547689
1.09648 10.35 0.881697 0.0530334
1.09648 10.4 0.877836 0.0515433
1.09648 10.45 0.873647 0.0498071
1.09648 10.5 0.869113 0.048991
1.09648 10.55 0.864217 0.047341
1.09648 10.6 0.858942 0.0456292
1.09648 10.65 0.853272 0.0441098
1.09648 10.7 0.84719 0.0424653
1.09648 10.75 0.840681 0.0412121
1.09648 10.8 0.833731 0.0391346
1.09648 10.85 0.826328 0.0383449
1.09648 10.9 0.818458 0.0365555
1.09648 10.95 0.810112 0.0353547
1.09648 11 0.801281 0.0349433
1.09648 11.05 0.791958 0.033807
1.09648 11.1 0.782138 0.032482
1.09648 11.15 0.771816 0.0309872
1.09648 11.2 0.760993 0.0296949
1.09648 11.25 0.74967 0.0277793
1.09648 11.3 0.73785 0.0265012
1.09648 11.35 0.725538 0.0265509
1.09648 11.4 0.712745 0.0257205
1.09648 11.45 0.69948 0.0246921
1.09648 11.5 0.685758 0.0238985
1.09648 11.55 0.671595 0.0235166
1.09648 11.6 0.657009 0.0233699
1.09648 11.65 0.642023 0.0231941
1.09648 11.7 0.626659 0.0238288
1.09648 11.75 0.610943 0.0244463
1.09648 11.8 0.594905 0.026083
1.09648 11.85 0.578574 0.0276549
1.09648 11.9 0.561982 0.0295072
1.09648 11.95 0.545164 0.0325575
1.09648 12 0.528154 0.0350659
1.09648 12.05 0.51099 0.0370875
1.09648 12.1 0.493709 0.040078
1.09648 12.15 0.476349 0.0427265
1.09648 12.2 0.45895 0.0460224
1.09648 12.25 0.441551 0.0505376
1.09648 12.3 0.424191 0.053852
1.09648 12.35 0.406909 0.0578525
1.09648 12.4 0.389743 0.061127
1.09648 12.45 0.372732 0.0649081
1.09648 12.5 0.355911 0.0674978
1.09648 12.55 0.339317 0.0706299
1.09648 12.6 0.322984 0.0727859
1.09648 12.65 0.306942 0.0749491
1.09648 12.7 0.291224 0.0774172
1.09648 12.75 0.275856 0.0785924
1.09648 12.8 0.260866 0.0797298
1.09648 12.85 0.246277 0.080261
1.09648 12.9 0.232109 0.0815353
1.09648 12.95 0.218383 0.0821956
1.09648 13 0.205114 0.0821832
1.09648 13.05 0.192316 0.0820588
1.09648 13.1 0.18 0.0816099
1.09648 13.15 0.168175 0.0806839
1.09648 13.2 0.156847 0.0796809
1.09648 13.25 0.14602 0.0782149
1.09648 13.3 0.135694 0.0762316
1.09648 13.35 0.125868 0.0741137
1.09648 13.4 0.11654 0.0718503
1.09648 13.45 0.107705 0.0694638
1.09648 13.5 0.0993547 0.0675685
1.09648 13.55 0.0914807 0.0650563
1.09648 13.6 0.0840728 0.0624475
1.09648 13.65 0.0771189 0.0602683
1.09648 13.7 0.0706061 0.0577809
1.09648 13.75 0.06452 0.0551771
1.09648 13.8 0.0588457 0.0526271
1.09648 13.85 0.0535671 0.0502244
1.09648 13.9 0.0486678 0.0475621
1.09648 13.95 0.0441307 0.0452061
1.09648 14 0.0399386 0.0428684
1.09648 14.05 0.036074 0.0404734
1.09648 14.1 0.0325193 0.0380676
1.09648 14.15 0.0292571 0.0356287
1.09648 14.2 0.02627 0.0333182
1.09648 14.25 0.0235411 0.0312246
1.09648 14.3 0.0210536 0.0292182
1.09648 14.35 0.0187913 0.0272994
1.09648 14.4 0.0167384 0.025435
1.09648 14.45 0.0148799 0.0235935
1.09648 14.5 0.013201 0.021847
1.09648 14.55 0.0116878 0.0201927
1.09648 14.6 0.0103271 0.0186322
1.09648 14.65 0.00910625 0.0171642
1.09648 14.7 0.00801334 0.0157864
1.09648 14.75 0.00703719 0.0144961
1.09648 14.8 0.00616728 0.0132908
1.09648 14.85 0.0053938 0.0121673
1.09648 14.9 0.00470762 0.0111213
1.09648 14.95 0.00410025 0.0101495
1.09648 15 0.00356387 0.00927836
1.10662 10 0.904787 0.0628817
1.10662 10.05 0.902879 0.0616246
1.10662 10.1 0.900767 0.0598834
1.10662 10.15 0.898434 0.0590138
1.10662 10.2 0.895863 0.0571139
1.10662 10.25 0.893036 0.0563026
1.10662 10.3 0.889935 0.0544639
1.10662 10.35 0.886542 0.0531921
1.10662 10.4 0.882838 0.0515823
1.10662 10.45 0.878805 0.0498265
1.10662 10.5 0.874423 0.0485702
1.10662 10.55 0.869673 0.0470809
1.10662 10.6 0.864537 0.0456247
1.10662 10.65 0.858996 0.0438513
1.10662 10.7 0.853034 0.0423913
1.10662 10.75 0.846632 0.0410219
1.10662 10.8 0.839776 0.0390943
1.10662 10.85 0.832449 0.0378517
1.10662 10.9 0.824639 0.0363427
1.10662 10.95 0.816333 0.0347654
1.10662 11 0.807521 0.0344243
1.10662 11.05 0.798194 0.0333838
1.10662 11.1 0.788346 0.0319015
1.10662 11.15 0.777971 0.0305388
1.10662 11.2 0.767068 0.0292039
1.10662 11.25 0.755637 0.0272665
1.10662 11.3 0.743681 0.0267249
1.10662 11.35 0.731205 0.0262214
1.10662 11.4 0.718218 0.0255081
1.10662 11.45 0.704731 0.0242922
1.10662 11.5 0.690757 0.0234255
1.10662 11.55 0.676315 0.0231639
1.10662 11.6 0.661422 0.0228775
1.10662 11.65 0.646102 0.0229342
1.10662 11.7 0.63038 0.0232597
1.10662 11.75 0.614284 0.0236767
1.10662 11.8 0.597843 0.0249366
1.10662 11.85 0.581091 0.0268763
1.10662 11.9 0.564061 0.0290021
1.10662 11.95 0.54679 0.0319165
1.10662 12 0.529317 0.0341429
1.10662 12.05 0.511681 0.0366731
1.10662 12.1 0.493923 0.0396242
1.10662 12.15 0.476084 0.0423788
1.10662 12.2 0.458207 0.0460496
1.10662 12.25 0.440333 0.0497084
1.10662 12.3 0.422505 0.0539388
1.10662 12.35 0.404766 0.0578556
1.10662 12.4 0.387157 0.0606247
1.10662 12.45 0.369717 0.0645881
1.10662 12.5 0.352488 0.0671681
1.10662 12.55 0.335506 0.0703263
1.10662 12.6 0.318807 0.0725409
1.10662 12.65 0.302427 0.07439
1.10662 12.7 0.286396 0.0767298
1.10662 12.75 0.270745 0.0786737
1.10662 12.8 0.255501 0.0797029
1.10662 12.85 0.240688 0.0806421
1.10662 12.9 0.226329 0.081618
1.10662 12.95 0.212443 0.0821144
1.10662 13 0.199045 0.0817982
1.10662 13.05 0.18615 0.0811871
1.10662 13.1 0.173768 0.0803184
1.10662 13.15 0.161907 0.0792527
1.10662 13.2 0.150571 0.0784013
1.10662 13.25 0.139764 0.076666
1.10662 13.3 0.129485 0.0747388
1.10662 13.35 0.119732 0.0725267
1.10662 13.4 0.110498 0.0701317
1.10662 13.45 0.101779 0.0676136
1.10662 13.5 0.0935637 0.065053
1.10662 13.55 0.0858423 0.0627161
1.10662 13.6 0.0786021 0.0603531
1.10662 13.65 0.0718292 0.0574658
1.10662 13.7 0.0655085 0.0550799
1.10662 13.75 0.0596239 0.0524418
1.10662 13.8 0.0541581 0.049948
1.10662 13.85 0.0490935 0.0474906
1.10662 13.9 0.0444117 0.0449122
1.10662 13.95 0.0400941 0.0425014
1.10662 14 0.0361218 0.040103
1.10662 14.05 0.0324759 0.0375345
1.10662 14.1 0.0291374 0.0351984
1.10662 14.15 0.0260877 0.0329953
1.10662 14.2 0.0233084 0.0308825
1.10662 14.25 0.0207816 0.0288442
1.10662 14.3 0.0184897 0.0267942
1.10662 14.35 0.0164159 0.0248445
1.10662 14.4 0.0145439 0.0229922
1.10662 14.45 0.012858 0.021238
1.10662 14.5 0.0113433 0.0195795
1.10662 14.55 0.00998575 0.0180166
1.10662 14.6 0.00877183 0.0165498
1.10662 14.65 0.00768894 0.0151765
1.10662 14.7 0.00672525 0.0138938
1.10662 14.75 0.00586965 0.0127493
1.10662 14.8 0.00511184 0.0116931
1.10662 14.85 0.00444222 0.0107089
1.10662 14.9 0.00385194 0.00979357
1.10662 14.95 0.00333283 0.008932
1.10662 15 0.00287739 0.00810744
1.11686 10 0.908413 0.0623452
1.11686 10.05 0.906648 0.0612792
1.11686 10.1 0.904685 0.0603673
1.11686 10.15 0.902505 0.0587732
1.11686 10.2 0.900092 0.0579284
1.11686 10.25 0.897426 0.0562734
1.11686 10.3 0.894488 0.0543991
1.11686 10.35 0.89126 0.0529047
1.11686 10.4 0.887721 0.0511526
1.11686 10.45 0.88385 0.0495843
1.11686 10.5 0.879628 0.0482179
1.11686 10.55 0.875034 0.0468254
1.11686 10.6 0.870047 0.0452032
1.11686 10.65 0.864648 0.0434434
1.11686 10.7 0.858817 0.0421885
1.11686 10.75 0.852536 0.0404812
1.11686 10.8 0.845785 0.038679
1.11686 10.85 0.838549 0.0372558
1.11686 10.9 0.830812 0.0360738
1.11686 10.95 0.822559 0.0345982
1.11686 11 0.813779 0.0337909
1.11686 11.05 0.80446 0.0330321
1.11686 11.1 0.794596 0.0317022
1.11686 11.15 0.784178 0.0302339
1.11686 11.2 0.773205 0.0289181
1.11686 11.25 0.761675 0.0273346
1.11686 11.3 0.74959 0.0266526
1.11686 11.35 0.736956 0.0259555
1.11686 11.4 0.723779 0.0251455
1.11686 11.45 0.710072 0.0240671
1.11686 11.5 0.695847 0.023708
1.11686 11.55 0.681124 0.0228382
1.11686 11.6 0.665921 0.0226331
1.11686 11.65 0.650263 0.022282
1.11686 11.7 0.634177 0.0227961
1.11686 11.75 0.617691 0.0232118
1.11686 11.8 0.600838 0.0239241
1.11686 11.85 0.583652 0.0258999
1.11686 11.9 0.566172 0.0284455
1.11686 11.95 0.548436 0.0312303
1.11686 12 0.530485 0.0337917
1.11686 12.05 0.512363 0.035733
1.11686 12.1 0.494112 0.0393736
1.11686 12.15 0.475779 0.0420438
1.11686 12.2 0.457408 0.0458826
1.11686 12.25 0.439045 0.0496529
1.11686 12.3 0.420737 0.0532582
1.11686 12.35 0.402528 0.0574987
1.11686 12.4 0.384463 0.0612264
1.11686 12.45 0.366587 0.0644449
1.11686 12.5 0.34894 0.0673428
1.11686 12.55 0.331563 0.0703814
1.11686 12.6 0.314496 0.07254
1.11686 12.65 0.297773 0.0745815
1.11686 12.7 0.28143 0.0764816
1.11686 12.75 0.265498 0.0783007
1.11686 12.8 0.250004 0.0795533
1.11686 12.85 0.234975 0.0804754
1.11686 12.9 0.220432 0.0811642
1.11686 12.95 0.206396 0.0815073
1.11686 13 0.192881 0.0807502
1.11686 13.05 0.179903 0.080085
1.11686 13.1 0.167469 0.0791229
1.11686 13.15 0.155587 0.0780359
1.11686 13.2 0.144262 0.0767179
1.11686 13.25 0.133493 0.074797
1.11686 13.3 0.123278 0.072825
1.11686 13.35 0.113615 0.0703357
1.11686 13.4 0.104495 0.0676671
1.11686 13.45 0.0959096 0.0655413
1.11686 13.5 0.0878475 0.0629316
1.11686 13.55 0.0802958 0.0603283
1.11686 13.6 0.0732398 0.0576743
1.11686 13.65 0.0666633 0.0551224
1.11686 13.7 0.0605492 0.0525789
1.11686 13.75 0.054879 0.0499657
1.11686 13.8 0.0496336 0.047391
1.11686 13.85 0.0447934 0.0448884
1.11686 13.9 0.0403381 0.0423689
1.11686 13.95 0.0362474 0.0396371
1.11686 14 0.0325009 0.0372393
1.11686 14.05 0.029078 0.0348441
1.11686 14.1 0.0259587 0.0326121
1.11686 14.15 0.0231231 0.0304514
1.11686 14.2 0.0205519 0.0283111
1.11686 14.25 0.0182262 0.0262653
1.11686 14.3 0.0161278 0.0242973
1.11686 14.35 0.0142393 0.0224228
1.11686 14.4 0.0125438 0.0206529
1.11686 14.45 0.0110255 0.0189867
1.11686 14.5 0.00966916 0.0174224
1.11686 14.55 0.0084606 0.0159576
1.11686 14.6 0.0073864 0.0145895
1.11686 14.65 0.00643399 0.0133148
1.11686 14.7 0.00559166 0.0121633
1.11686 14.75 0.00484857 0.0111288
1.11686 14.8 0.00419464 0.0101671
1.11686 14.85 0.00362062 0.00927491
1.11686 14.9 0.003118 0.00844874
1.11686 14.95 0.00267899 0.0076664
1.11686 15 0.0022965 0.00692973
1.1272 10 0.911895 0.0617073
1.1272 10.05 0.910272 0.0609131
1.1272 10.1 0.908456 0.0596825
1.1272 10.15 0.90643 0.0587049
1.1272 10.2 0.904176 0.0578754
1.1272 10.25 0.901673 0.0559219
1.1272 10.3 0.898903 0.0548678
1.1272 10.35 0.895844 0.0525824
1.1272 10.4 0.892475 0.0509183
1.1272 10.45 0.888774 0.0490761
1.1272 10.5 0.884721 0.0477775
1.1272 10.55 0.880291 0.046353
1.1272 10.6 0.875464 0.0445058
1.1272 10.65 0.870218 0.0429388
1.1272 10.7 0.864531 0.0413127
1.1272 10.75 0.858382 0.0402165
1.1272 10.8 0.85175 0.038107
1.1272 10.85 0.844618 0.0365001
1.1272 10.9 0.836967 0.0354364
1.1272 10.95 0.828782 0.0343102
1.1272 11 0.820047 0.0335033
1.1272 11.05 0.81075 0.0324324
1.1272 11.1 0.800882 0.03092
1.1272 11.15 0.790434 0.0297177
1.1272 11.2 0.779401 0.028433
1.1272 11.25 0.767782 0.0270797
1.1272 11.3 0.755576 0.0261335
1.1272 11.35 0.742789 0.0257214
1.1272 11.4 0.729428 0.0248148
1.1272 11.45 0.715503 0.0238793
1.1272 11.5 0.70103 0.0230674
1.1272 11.55 0.686024 0.0224698
1.1272 11.6 0.670509 0.022389
1.1272 11.65 0.654508 0.0221902
1.1272 11.7 0.63805 0.0221121
1.1272 11.75 0.621167 0.0222552
1.1272 11.8 0.603891 0.0236554
1.1272 11.85 0.586262 0.025636
1.1272 11.9 0.568318 0.0279274
1.1272 11.95 0.550103 0.0304344
1.1272 12 0.531659 0.0331291
1.1272 12.05 0.513035 0.0354572
1.1272 12.1 0.494276 0.0389554
1.1272 12.15 0.475433 0.0416258
1.1272 12.2 0.456553 0.0455468
1.1272 12.25 0.437687 0.0492613
1.1272 12.3 0.418884 0.0532512
1.1272 12.35 0.400193 0.0572419
1.1272 12.4 0.381662 0.060751
1.1272 12.45 0.363337 0.0643786
1.1272 12.5 0.345265 0.067585
1.1272 12.55 0.327489 0.0697678
1.1272 12.6 0.310048 0.0726644
1.1272 12.65 0.292983 0.0750554
1.1272 12.7 0.276328 0.0763935
1.1272 12.75 0.260117 0.077314
1.1272 12.8 0.244378 0.0788582
1.1272 12.85 0.229139 0.0799544
1.1272 12.9 0.214423 0.0798598
1.1272 12.95 0.200247 0.0796567
1.1272 13 0.186629 0.0793006
1.1272 13.05 0.173581 0.0783594
1.1272 13.1 0.161112 0.0773951
1.1272 13.15 0.149227 0.0761142
1.1272 13.2 0.137929 0.0744085
1.1272 13.25 0.127217 0.0723064
1.1272 13.3 0.117087 0.070198
1.1272 13.35 0.107533 0.0680626
1.1272 13.4 0.0985447 0.0657598
1.1272 13.45 0.0901121 0.0634325
1.1272 13.5 0.0822211 0.0605463
1.1272 13.55 0.0748563 0.0578946
1.1272 13.6 0.0680007 0.0552974
1.1272 13.65 0.0616358 0.0527622
1.1272 13.7 0.0557419 0.0502276
1.1272 13.75 0.0502986 0.0475465
1.1272 13.8 0.0452845 0.0448406
1.1272 13.85 0.040678 0.042217
1.1272 13.9 0.036457 0.0395597
1.1272 13.95 0.0325994 0.0369522
1.1272 14 0.0290831 0.0345451
1.1272 14.05 0.0258864 0.0322619
1.1272 14.1 0.0229879 0.0300615
1.1272 14.15 0.0203666 0.0278945
1.1272 14.2 0.0180022 0.0257953
1.1272 14.25 0.0158751 0.0237951
1.1272 14.3 0.0139666 0.0219018
1.1272 14.35 0.0122587 0.0201177
1.1272 14.4 0.0107343 0.0184532
1.1272 14.45 0.00937724 0.016937
1.1272 14.5 0.00817234 0.0154878
