#Model: 0.104160800000 1.830857660000 -0.278375930000 2.482630900000 2.060239220000 0.322896640000 -0.099136200000 0.696256730000 -6.783021920000 -0.740212860000 -0.243005030000 2.357406780000 -0.670161000000 0.032409440000 0.705463040000 0.078203160000 -1.313028390000 3.345707840000 -0.969087940000 -0.340795970000 1.677667720000 0.422031030000 3.105399340000 0.361458860000 2.955837030000 -0.110232830000 4.023850140000 2.321001140000 -0.161718440000 0.208850790000 0.446655700000 -1.141828020000 1.067118400000 0.102460660000 -0.229540280000 0.209918420000 0.070000000000 0.040711970000 -0.160329600000 -0.125858630000 0.332955620000 8.977376730000 -0.043766440000 0.426113490000 0.600463510000 0 356.934366097907
#Type Subtype Z1 Z2 step1 step2 SM1 SM2 smb1 smb2 R1 R2 Val Err_h Err_l Model_Val MV+ MV- Chi2 Chi2+ Chi2-
uvlf a 6.500000 7.500000 21 26 -20.750000 -20.250000 65 75 0.000000 0.000000 -3.886000e+00 0.468107 0.468107 -4.016303e+00 5.717317e-02 6.499185e-02 5.552448e-02 0.000000e+00 0.000000e+00
uvlf a 6.500000 7.500000 21 26 -20.250000 -19.750000 75 85 0.000000 0.000000 -3.562000e+00 0.466107 0.466107 -3.650890e+00 5.896176e-02 6.818623e-02 2.184435e-02 0.000000e+00 0.000000e+00
uvlf a 6.500000 7.500000 21 26 -19.750000 -19.250000 85 95 0.000000 0.000000 -3.415000e+00 0.467107 0.468107 -3.360224e+00 6.004305e-02 7.245346e-02 5.531781e-03 0.000000e+00 0.000000e+00
uvlf a 6.500000 7.500000 21 26 -19.250000 -18.750000 95 105 0.000000 0.000000 -3.244000e+00 0.484103 0.492102 -3.105582e+00 6.522889e-02 7.682312e-02 5.910180e-02 0.000000e+00 0.000000e+00
uvlf a 6.500000 7.500000 21 26 -18.750000 -18.250000 105 115 0.000000 0.000000 -2.590000e+00 0.479104 0.484103 -2.876331e+00 7.180525e-02 8.335365e-02 3.040860e-01 0.000000e+00 0.000000e+00
uvlf a 6.500000 7.500000 21 26 -18.250000 -17.750000 115 125 0.000000 0.000000 -2.511000e+00 0.480104 0.485103 -2.667705e+00 8.756716e-02 9.232630e-02 8.000906e-02 0.000000e+00 0.000000e+00
ssfr a 0.000000 0.500000 132 177 9.500000 10.000000 50 60 0.000000 0.000000 -9.658834e+00 0.280179 0.280179 -9.509366e+00 4.316375e-02 1.782351e-02 2.135297e-01 0.000000e+00 0.000000e+00
ssfr a 0.000000 0.500000 132 177 10.000000 10.500000 60 70 0.000000 0.000000 -9.998657e+00 0.280179 0.280179 -9.808701e+00 5.565037e-02 1.964943e-02 3.679628e-01 0.000000e+00 0.000000e+00
ssfr a 0.000000 0.500000 132 177 10.500000 11.000000 70 80 0.000000 0.000000 -1.041282e+01 0.280179 0.280179 -1.022526e+01 6.893591e-02 1.646804e-02 3.576242e-01 0.000000e+00 0.000000e+00
ssfr a 2.000000 2.500000 56 66 9.200000 9.400000 44 48 0.000000 0.000000 -8.520000e+00 0.280179 0.280179 -8.577948e+00 5.396203e-02 1.579332e-02 1.834504e-02 0.000000e+00 0.000000e+00
ssfr a 2.000000 2.500000 56 66 9.600000 9.800000 52 56 0.000000 0.000000 -8.650000e+00 0.280179 0.280179 -8.523648e+00 5.423563e-02 1.264852e-02 1.440872e-01 0.000000e+00 0.000000e+00
ssfr a 2.000000 2.500000 56 66 9.800000 10.000000 56 60 0.000000 0.000000 -8.600000e+00 0.280179 0.280179 -8.511636e+00 5.412605e-02 1.594593e-02 5.953746e-02 0.000000e+00 0.000000e+00
ssfr a 2.000000 2.500000 56 66 10.000000 10.200000 60 64 0.000000 0.000000 -8.600000e+00 0.280179 0.280179 -8.518260e+00 5.254718e-02 1.266069e-02 4.855788e-02 0.000000e+00 0.000000e+00
ssfr a 2.000000 2.500000 56 66 10.200000 10.400000 64 68 0.000000 0.000000 -8.650000e+00 0.280179 0.280179 -8.550956e+00 5.511243e-02 1.663766e-02 7.959196e-02 0.000000e+00 0.000000e+00
ssfr a 2.000000 2.500000 56 66 10.400000 10.600000 68 72 0.000000 0.000000 -8.600000e+00 0.280179 0.280179 -8.611314e+00 4.829571e-02 1.606266e-02 0.000000e+00 0.000000e+00 0.000000e+00
ssfr a 2.000000 2.500000 56 66 10.600000 10.800000 72 76 0.000000 0.000000 -8.740000e+00 0.280179 0.280179 -8.697423e+00 4.544258e-02 1.789910e-02 6.493235e-03 0.000000e+00 0.000000e+00
ssfr a 2.000000 2.500000 56 66 10.800000 11.000000 76 80 0.000000 0.000000 -8.850000e+00 0.280179 0.280179 -8.815212e+00 4.667404e-02 2.507035e-02 2.785907e-03 0.000000e+00 0.000000e+00
ssfr a 2.000000 2.500000 56 66 11.000000 11.200000 80 84 0.000000 0.000000 -8.880000e+00 0.280179 0.280179 -8.961084e+00 5.786624e-02 3.132489e-02 4.753186e-02 0.000000e+00 0.000000e+00
ssfr a 2.000000 2.500000 56 66 11.200000 11.400000 84 88 0.000000 0.000000 -8.980000e+00 0.280179 0.280179 -9.116059e+00 7.323843e-02 4.376690e-02 1.715888e-01 0.000000e+00 0.000000e+00
ssfr a 2.000000 2.500000 56 66 11.400000 11.600000 88 92 0.000000 0.000000 -8.970000e+00 0.280179 0.280179 -9.269878e+00 1.010142e-01 5.190974e-02 9.978545e-01 0.000000e+00 0.000000e+00
csfr a 2.900000 3.300000 46 51 10.000000 10.000000 60 60 0.000000 0.000000 -1.047233e+00 0.270185 0.270185 -1.201261e+00 3.755733e-02 7.523841e-03 2.460774e-01 0.000000e+00 0.000000e+00
csfr a 3.450000 4.050000 39 44 10.000000 10.000000 60 60 0.000000 0.000000 -1.269233e+00 0.270185 0.270185 -1.432298e+00 3.473031e-02 2.101882e-02 2.803785e-01 0.000000e+00 0.000000e+00
csfr a 4.500000 5.000000 33 36 10.000000 10.000000 60 60 0.000000 0.000000 -1.728233e+00 0.270185 0.270185 -1.676819e+00 4.418198e-02 3.676411e-02 1.351774e-02 0.000000e+00 0.000000e+00
csfr a 0.200000 0.400000 139 155 10.000000 10.000000 60 60 0.000000 0.000000 -1.674233e+00 0.130384 0.130384 -1.644627e+00 5.168647e-02 6.996943e-03 5.427230e-03 0.000000e+00 0.000000e+00
csfr a 0.400000 0.600000 123 139 10.000000 10.000000 60 60 0.000000 0.000000 -1.558233e+00 0.130384 0.130384 -1.444105e+00 4.150444e-02 5.147262e-03 5.211725e-01 0.000000e+00 0.000000e+00
csfr a 0.600000 0.800000 110 123 10.000000 10.000000 60 60 0.000000 0.000000 -1.302233e+00 0.130384 0.130384 -1.271009e+00 3.197480e-02 8.798306e-03 7.410277e-03 0.000000e+00 0.000000e+00
csfr a 0.800000 1.000000 99 110 10.000000 10.000000 60 60 0.000000 0.000000 -1.251233e+00 0.170294 0.170294 -1.135065e+00 2.830075e-02 1.106671e-02 3.189041e-01 0.000000e+00 0.000000e+00
csfr a 1.000000 1.200000 90 99 10.000000 10.000000 60 60 0.000000 0.000000 -1.092233e+00 0.170294 0.170294 -1.032361e+00 2.756510e-02 9.718506e-03 5.481956e-02 0.000000e+00 0.000000e+00
csfr a 1.200000 1.400000 82 90 10.000000 10.000000 60 60 0.000000 0.000000 -1.016233e+00 0.170294 0.170294 -9.573270e-01 3.102934e-02 1.285633e-02 5.219477e-02 0.000000e+00 0.000000e+00
csfr a 1.400000 1.600000 76 82 10.000000 10.000000 60 60 0.000000 0.000000 -8.252326e-01 0.170294 0.170294 -9.093576e-01 3.648852e-02 1.270179e-02 1.417935e-01 0.000000e+00 0.000000e+00
csfr a 1.600000 1.800000 71 76 10.000000 10.000000 60 60 0.000000 0.000000 -8.822326e-01 0.190263 0.190263 -8.859461e-01 4.139052e-02 1.490284e-02 0.000000e+00 0.000000e+00 0.000000e+00
csfr a 1.800000 2.000000 66 71 10.000000 10.000000 60 60 0.000000 0.000000 -9.192326e-01 0.190263 0.190263 -8.841529e-01 4.134149e-02 1.967835e-02 6.281725e-03 0.000000e+00 0.000000e+00
csfr a 2.000000 2.500000 56 66 10.000000 10.000000 60 60 0.000000 0.000000 -1.092233e+00 0.190263 0.190263 -9.408319e-01 4.626911e-02 1.826823e-02 4.769654e-01 0.000000e+00 0.000000e+00
csfr a 2.500000 3.000000 49 56 10.000000 10.000000 60 60 0.000000 0.000000 -1.092233e+00 0.190263 0.190263 -1.091809e+00 4.179484e-02 9.965013e-03 0.000000e+00 0.000000e+00 0.000000e+00
csfr a 3.000000 3.500000 44 49 10.000000 10.000000 60 60 0.000000 0.000000 -1.345233e+00 0.270185 0.270185 -1.264042e+00 3.694328e-02 7.864631e-03 5.129093e-02 0.000000e+00 0.000000e+00
csfr a 3.500000 5.000000 33 44 10.000000 10.000000 60 60 0.000000 0.000000 -1.844233e+00 0.270185 0.270185 -1.536333e+00 3.601566e-02 2.314112e-02 1.135424e+00 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 9.500000 10.000000 50 60 0.000000 0.000000 -8.550869e+00 0.280179 0.280179 -8.599078e+00 4.632205e-02 1.526341e-02 1.013644e-02 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 10.000000 10.500000 60 70 0.000000 0.000000 -8.657064e+00 0.280179 0.280179 -8.652808e+00 4.383462e-02 1.018883e-02 0.000000e+00 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 10.500000 11.000000 70 80 0.000000 0.000000 -8.773878e+00 0.280179 0.280179 -8.879984e+00 3.314107e-02 2.025172e-02 9.444913e-02 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 11.000000 11.500000 80 90 0.000000 0.000000 -8.954409e+00 0.280179 0.280179 -9.239977e+00 3.676501e-02 6.338256e-02 8.984206e-01 0.000000e+00 0.000000e+00
qf_uvj a 2.500000 3.000000 49 56 11.650000 11.850000 93 97 0.000000 0.000000 1.670000e-01 0.246203 0.167299 1.451982e-01 1.206023e-01 2.396275e-02 8.208240e-05 0.000000e+00 0.000000e+00
qf_uvj a 2.500000 3.000000 49 56 11.450000 11.650000 89 93 0.000000 0.000000 6.200000e-02 0.080623 0.062801 1.746613e-01 8.766872e-02 2.419336e-02 1.320942e+00 0.000000e+00 0.000000e+00
qf_uvj a 2.500000 3.000000 49 56 11.250000 11.450000 85 89 0.000000 0.000000 1.770000e-01 0.088566 0.091548 1.821111e-01 4.650200e-02 2.121868e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 2.500000 3.000000 49 56 11.100000 11.300000 82 86 0.000000 0.000000 1.700000e-01 0.086579 0.062801 1.714741e-01 3.319458e-02 1.473401e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 2.500000 3.000000 49 56 10.900000 11.100000 78 82 0.000000 0.000000 2.350000e-01 0.071701 0.065765 1.601430e-01 1.963583e-02 1.874819e-02 6.859288e-01 0.000000e+00 0.000000e+00
qf_uvj a 2.500000 3.000000 49 56 10.700000 10.900000 74 78 0.000000 0.000000 2.330000e-01 0.076655 0.061814 1.278490e-01 2.291701e-02 1.654927e-02 1.897590e+00 0.000000e+00 0.000000e+00
smf a 1.500000 2.000000 66 79 8.900000 9.100000 38 42 0.000000 0.000000 -2.162233e+00 0.050990 0.060828 -2.093534e+00 8.500032e-03 2.212046e-02 9.049710e-01 0.000000e+00 0.000000e+00
smf a 1.500000 2.000000 66 79 9.150000 9.350000 43 47 0.000000 0.000000 -2.272233e+00 0.050990 0.060828 -2.238787e+00 7.499074e-03 2.713891e-02 6.133318e-02 0.000000e+00 0.000000e+00
smf a 1.500000 2.000000 66 79 9.400000 9.600000 48 52 0.000000 0.000000 -2.372233e+00 0.050990 0.060828 -2.381705e+00 8.263088e-03 2.253702e-02 0.000000e+00 0.000000e+00 0.000000e+00
smf a 1.500000 2.000000 66 79 9.650000 9.850000 53 57 0.000000 0.000000 -2.502233e+00 0.060828 0.060828 -2.509986e+00 7.717852e-03 1.937512e-02 0.000000e+00 0.000000e+00 0.000000e+00
smf a 1.500000 2.000000 66 79 9.900000 10.100000 58 62 0.000000 0.000000 -2.632233e+00 0.060828 0.070711 -2.617472e+00 9.731922e-03 1.815870e-02 0.000000e+00 0.000000e+00 0.000000e+00
smf a 1.500000 2.000000 66 79 10.150000 10.350000 63 67 0.000000 0.000000 -2.722233e+00 0.060828 0.070711 -2.710944e+00 1.562322e-02 2.010172e-02 0.000000e+00 0.000000e+00 0.000000e+00
smf a 1.500000 2.000000 66 79 10.400000 10.600000 68 72 0.000000 0.000000 -2.832233e+00 0.070711 0.080623 -2.819018e+00 2.189735e-02 1.272022e-02 0.000000e+00 0.000000e+00 0.000000e+00
smf a 1.500000 2.000000 66 79 10.650000 10.850000 73 77 0.000000 0.000000 -2.992233e+00 0.080623 0.090554 -2.969526e+00 3.087672e-02 1.180077e-02 1.010612e-03 0.000000e+00 0.000000e+00
smf a 1.500000 2.000000 66 79 10.900000 11.100000 78 82 0.000000 0.000000 -3.092233e+00 0.080623 0.100499 -3.222709e+00 3.360897e-02 1.963138e-02 1.208421e+00 0.000000e+00 0.000000e+00
smf a 1.500000 2.000000 66 79 11.150000 11.350000 83 87 0.000000 0.000000 -3.522233e+00 0.100499 0.130384 -3.658319e+00 3.644907e-02 3.232922e-02 8.156973e-01 0.000000e+00 0.000000e+00
smf a 1.500000 2.000000 66 79 11.400000 11.600000 88 92 0.000000 0.000000 -4.232233e+00 0.120416 0.150333 -4.347926e+00 7.149073e-02 5.263614e-02 4.398049e-01 0.000000e+00 0.000000e+00
ssfr a 0.700000 1.200000 90 116 9.250000 9.750000 45 55 0.000000 0.000000 -9.101700e+00 0.280179 0.280179 -8.929192e+00 3.627384e-02 5.375322e-03 2.962882e-01 0.000000e+00 0.000000e+00
ssfr a 0.700000 1.200000 90 116 9.750000 10.250000 55 65 0.000000 0.000000 -9.150015e+00 0.280179 0.280179 -8.999631e+00 4.087434e-02 8.079295e-03 2.165605e-01 0.000000e+00 0.000000e+00
ssfr a 0.700000 1.200000 90 116 10.250000 10.750000 65 75 0.000000 0.000000 -9.390055e+00 0.280179 0.280179 -9.263282e+00 3.025447e-02 1.646827e-02 1.452290e-01 0.000000e+00 0.000000e+00
ssfr a 0.700000 1.200000 90 116 10.750000 11.250000 75 85 0.000000 0.000000 -9.785649e+00 0.280179 0.280179 -9.681025e+00 2.682843e-02 5.309885e-02 9.122703e-02 0.000000e+00 0.000000e+00
ssfr a 2.500000 3.000000 49 56 11.100000 12.000000 82 100 0.000000 0.000000 -8.692937e+00 0.280179 0.280179 -8.979885e+00 8.668244e-02 3.841187e-02 9.077905e-01 0.000000e+00 0.000000e+00
qf a 0.650000 0.800000 110 120 10.400000 10.500000 68 70 0.000000 0.000000 4.176366e-01 0.050990 0.050990 3.840849e-01 2.791005e-02 -3.595463e-04 7.063433e-02 0.000000e+00 0.000000e+00
qf a 0.650000 0.800000 110 120 10.500000 10.600000 70 72 0.000000 0.000000 4.043720e-01 0.054093 0.050990 4.266310e-01 3.017825e-02 -2.273348e-03 1.846988e-03 0.000000e+00 0.000000e+00
qf a 0.650000 0.800000 110 120 10.600000 10.700000 72 74 0.000000 0.000000 4.755544e-01 0.050990 0.050990 4.689281e-01 3.656560e-02 -5.125087e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.650000 0.800000 110 120 10.700000 10.800000 74 76 0.000000 0.000000 4.998582e-01 0.050990 0.050990 5.131799e-01 4.406287e-02 -6.343016e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.650000 0.800000 110 120 10.800000 10.900000 76 78 0.000000 0.000000 5.760044e-01 0.050990 0.050990 5.661600e-01 4.732030e-02 -2.351804e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.650000 0.800000 110 120 10.900000 11.000000 78 80 0.000000 0.000000 5.867846e-01 0.050990 0.050990 6.208788e-01 5.176472e-02 -1.552596e-03 7.640220e-02 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 9.300000 9.400000 46 48 0.000000 0.000000 1.586378e-01 0.056930 0.050990 2.363034e-01 1.200033e-02 1.402634e-02 1.025996e+00 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 9.400000 9.500000 48 50 0.000000 0.000000 1.841129e-01 0.050990 0.050990 2.445911e-01 1.084557e-02 1.352537e-02 6.301879e-01 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 9.500000 9.600000 50 52 0.000000 0.000000 2.020195e-01 0.050990 0.050990 2.559159e-01 1.077148e-02 1.333205e-02 4.419105e-01 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 9.600000 9.700000 52 54 0.000000 0.000000 2.140789e-01 0.050990 0.050990 2.679907e-01 1.161641e-02 1.216836e-02 4.423125e-01 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 9.700000 9.800000 54 56 0.000000 0.000000 2.310342e-01 0.050990 0.050990 2.846965e-01 1.148818e-02 1.364105e-02 4.358247e-01 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 9.800000 9.900000 56 58 0.000000 0.000000 2.499192e-01 0.050990 0.050990 3.020507e-01 1.285960e-02 1.072799e-02 3.970903e-01 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 9.900000 10.000000 58 60 0.000000 0.000000 3.187935e-01 0.050990 0.050990 3.265927e-01 9.786400e-03 1.305960e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 10.000000 10.100000 60 62 0.000000 0.000000 3.846652e-01 0.050990 0.050990 3.496945e-01 9.766605e-03 1.340903e-02 8.620076e-02 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 10.100000 10.200000 62 64 0.000000 0.000000 4.287211e-01 0.053996 0.054171 3.765234e-01 9.144247e-03 1.353049e-02 3.537393e-01 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 10.200000 10.300000 64 66 0.000000 0.000000 4.765764e-01 0.058588 0.050990 4.070606e-01 9.581615e-03 1.458756e-02 9.392364e-01 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 10.300000 10.400000 66 68 0.000000 0.000000 5.325860e-01 0.065923 0.056596 4.378908e-01 1.045450e-02 1.397167e-02 1.741853e+00 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 10.400000 10.500000 68 70 0.000000 0.000000 4.268853e-01 0.064711 0.057259 4.702071e-01 1.158154e-02 1.252125e-02 1.406681e-01 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 10.500000 10.600000 70 72 0.000000 0.000000 4.945141e-01 0.072767 0.071856 4.988599e-01 1.650413e-02 8.803603e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 10.600000 10.700000 72 74 0.000000 0.000000 5.504843e-01 0.067910 0.081743 5.339659e-01 1.793693e-02 9.245798e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 10.700000 10.800000 74 76 0.000000 0.000000 5.540214e-01 0.081737 0.086979 5.705313e-01 2.205046e-02 1.205791e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 10.800000 10.900000 76 78 0.000000 0.000000 6.765109e-01 0.060296 0.056816 6.081889e-01 3.009464e-02 1.585347e-02 7.169743e-01 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 10.900000 11.000000 78 80 0.000000 0.000000 7.341109e-01 0.087450 0.096729 6.527890e-01 3.755385e-02 2.106645e-02 4.171461e-01 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 9.600000 9.700000 52 54 0.000000 0.000000 -2.201997e+00 0.152729 0.150253 -2.174039e+00 1.383426e-02 7.457446e-03 2.757549e-03 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 9.700000 9.800000 54 56 0.000000 0.000000 -2.186619e+00 0.072719 0.077307 -2.199780e+00 1.227012e-02 7.625950e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 9.800000 9.900000 56 58 0.000000 0.000000 -2.226315e+00 0.062402 0.062116 -2.220454e+00 9.804477e-03 6.407111e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 9.900000 10.000000 58 60 0.000000 0.000000 -2.205583e+00 0.060593 0.057398 -2.238279e+00 9.475298e-03 5.835166e-03 4.692845e-02 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 10.000000 10.100000 60 62 0.000000 0.000000 -2.261254e+00 0.078285 0.077110 -2.255233e+00 9.551145e-03 5.077150e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 10.100000 10.200000 62 64 0.000000 0.000000 -2.325753e+00 0.052855 0.052638 -2.273340e+00 1.205628e-02 4.576034e-03 3.766650e-01 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 10.200000 10.300000 64 66 0.000000 0.000000 -2.316268e+00 0.037788 0.035410 -2.288841e+00 1.118116e-02 6.502585e-03 4.072535e-02 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 10.300000 10.400000 66 68 0.000000 0.000000 -2.322333e+00 0.053840 0.058805 -2.306935e+00 1.212516e-02 8.252843e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 10.400000 10.500000 68 70 0.000000 0.000000 -2.367957e+00 0.050065 0.056983 -2.332810e+00 1.477661e-02 6.907399e-03 8.381260e-02 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 10.500000 10.600000 70 72 0.000000 0.000000 -2.385912e+00 0.050584 0.048113 -2.368925e+00 1.816212e-02 5.679902e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 10.600000 10.700000 72 74 0.000000 0.000000 -2.425609e+00 0.051958 0.051191 -2.419387e+00 1.966187e-02 5.722731e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 10.700000 10.800000 74 76 0.000000 0.000000 -2.542334e+00 0.070869 0.068283 -2.486847e+00 1.689125e-02 7.618498e-03 2.554523e-01 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 10.800000 10.900000 76 78 0.000000 0.000000 -2.659881e+00 0.051519 0.050435 -2.577555e+00 1.425297e-02 1.302873e-02 1.463516e+00 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 10.900000 11.000000 78 80 0.000000 0.000000 -2.730569e+00 0.072988 0.065585 -2.694804e+00 8.422103e-03 1.835707e-02 5.082298e-02 0.000000e+00 0.000000e+00
ssfr a 5.500000 6.500000 26 30 8.650000 8.900000 33 38 0.000000 0.000000 -8.010758e+00 0.280179 0.280179 -8.386764e+00 7.114062e-02 2.517163e-02 1.614524e+00 0.000000e+00 0.000000e+00
ssfr a 5.500000 6.500000 26 30 8.900000 9.150000 38 43 0.000000 0.000000 -8.116021e+00 0.280179 0.280179 -8.392247e+00 6.940891e-02 1.295034e-02 8.363268e-01 0.000000e+00 0.000000e+00
ssfr a 5.500000 6.500000 26 30 9.150000 9.400000 43 48 0.000000 0.000000 -8.186721e+00 0.280179 0.280179 -8.392382e+00 6.236023e-02 1.476210e-02 4.391092e-01 0.000000e+00 0.000000e+00
ssfr a 5.500000 6.500000 26 30 9.400000 9.650000 48 53 0.000000 0.000000 -8.257970e+00 0.280179 0.280179 -8.401998e+00 7.004152e-02 1.403044e-02 1.959609e-01 0.000000e+00 0.000000e+00
ssfr a 5.500000 6.500000 26 30 9.650000 9.900000 53 58 0.000000 0.000000 -8.428405e+00 0.280179 0.280179 -8.400057e+00 7.426458e-02 1.554613e-02 8.877389e-04 0.000000e+00 0.000000e+00
csfr a 0.831000 0.849000 107 108 10.000000 10.000000 60 60 0.000000 0.000000 -9.302326e-01 0.130384 0.130384 -1.175005e+00 2.692589e-02 9.813331e-03 2.971917e+00 0.000000e+00 0.000000e+00
ssfr a 1.800000 2.500000 56 71 9.750000 10.250000 55 65 0.000000 0.000000 -8.711232e+00 0.280179 0.280179 -8.531085e+00 4.941361e-02 1.435333e-02 3.267169e-01 0.000000e+00 0.000000e+00
ssfr a 1.800000 2.500000 56 71 10.250000 10.750000 65 75 0.000000 0.000000 -8.819863e+00 0.280179 0.280179 -8.632525e+00 4.684349e-02 1.444942e-02 3.567111e-01 0.000000e+00 0.000000e+00
ssfr a 1.800000 2.500000 56 71 10.750000 11.250000 75 85 0.000000 0.000000 -9.001619e+00 0.280179 0.280179 -8.887621e+00 4.570957e-02 2.505158e-02 1.125546e-01 0.000000e+00 0.000000e+00
ssfr a 6.000000 8.700000 17 28 8.300000 9.900000 26 58 0.000000 0.000000 -8.118000e+00 0.280179 0.280179 -8.297811e+00 7.745026e-02 3.518423e-02 3.253457e-01 0.000000e+00 0.000000e+00
csfr a 0.000000 0.200000 155 177 10.000000 10.000000 60 60 0.000000 0.000000 -1.922233e+00 0.130384 0.130384 -1.841532e+00 4.519825e-02 1.214041e-02 2.167381e-01 0.000000e+00 0.000000e+00
csfr a 0.200000 0.500000 132 155 10.000000 10.000000 60 60 0.000000 0.000000 -1.522233e+00 0.130384 0.130384 -1.574804e+00 4.676457e-02 6.363124e-03 6.240445e-02 0.000000e+00 0.000000e+00
csfr a 0.500000 1.000000 99 132 10.000000 10.000000 60 60 0.000000 0.000000 -1.218233e+00 0.130384 0.130384 -1.212366e+00 2.814172e-02 7.734438e-03 0.000000e+00 0.000000e+00 0.000000e+00
csfr a 1.000000 1.400000 82 99 10.000000 10.000000 60 60 0.000000 0.000000 -1.086233e+00 0.170294 0.170294 -9.892032e-01 2.988346e-02 1.177725e-02 2.046048e-01 0.000000e+00 0.000000e+00
csfr a 1.400000 2.500000 56 82 10.000000 10.000000 60 60 0.000000 0.000000 -8.942326e-01 0.190263 0.190263 -9.173045e-01 4.103449e-02 1.638685e-02 2.606752e-04 0.000000e+00 0.000000e+00
csfr a 2.500000 3.500000 44 56 10.000000 10.000000 60 60 0.000000 0.000000 -9.692326e-01 0.270185 0.270185 -1.164869e+00 3.874897e-02 9.840270e-03 4.225778e-01 0.000000e+00 0.000000e+00
csfr a 3.500000 5.000000 33 44 10.000000 10.000000 60 60 0.000000 0.000000 -1.155233e+00 0.270185 0.270185 -1.536333e+00 3.601566e-02 2.314112e-02 1.786216e+00 0.000000e+00 0.000000e+00
smf a 1.000000 1.500000 79 99 9.400000 9.650000 48 53 0.000000 0.000000 -2.291603e+00 0.068783 0.072208 -2.307424e+00 9.177591e-03 1.554686e-02 0.000000e+00 0.000000e+00 0.000000e+00
smf a 1.000000 1.500000 79 99 9.650000 9.900000 53 58 0.000000 0.000000 -2.365113e+00 0.059244 0.050978 -2.402214e+00 8.958682e-03 1.791487e-02 1.021062e-01 0.000000e+00 0.000000e+00
smf a 1.000000 1.500000 79 99 9.900000 10.150000 58 63 0.000000 0.000000 -2.493323e+00 0.062231 0.052112 -2.471967e+00 1.032215e-02 1.956591e-02 5.686743e-04 0.000000e+00 0.000000e+00
smf a 1.000000 1.500000 79 99 10.150000 10.400000 63 68 0.000000 0.000000 -2.579553e+00 0.037908 0.028586 -2.524357e+00 1.265504e-02 1.518555e-02 8.796009e-01 0.000000e+00 0.000000e+00
smf a 1.000000 1.500000 79 99 10.400000 10.650000 68 73 0.000000 0.000000 -2.615053e+00 0.047760 0.064212 -2.601913e+00 2.086521e-02 7.460003e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 1.000000 1.500000 79 99 10.650000 10.900000 73 78 0.000000 0.000000 -2.801963e+00 0.081897 0.067891 -2.748390e+00 2.533691e-02 5.758132e-03 1.882462e-01 0.000000e+00 0.000000e+00
